Index,Comment
95,"좋은 제품 
하지만 배송기사가 주말이라 마음대로 배송을 늦춰버림 그래서 2일이나 늦게 도착"
96,Hàng giao nhanh. chất lượng tốt
97,"Giao nhanh, đóng gói cẩn thận, hình thức đẹp. Đun nước sôi nhanh."
98,Tiki đổi trả sản phẩm lỗi cho mình rất nhanh và đúng hẹn
99,"Khi nhận hàng mình kiểm tra chất lượng rất hài lòng, giao hàng cũng nhanh. Mình chưa dùng sản phẩm nên chưa thể đánh giá thêm. Bước đầu rất ok."
100,"Đẹp, cầm chắc tay, chất lượng. Nhưng đúng là cái nắp hơi khó mở nha, hàng xịn mà thiết kế nắp kì quá"
101,"Ấm đẹp, màu sắc bao sang luôn. Mua về là dùng liền, không bị hôi ấm. Giao đúng dự kiến."
102,Chưa nấu. Nhưng hình thức đẹp. Đế mỏng. Tay cầm và vỏ ngoài bằng nhựa khá mỏng.
103,Rất hài lòng
104,hàng tốt của hàng của locklock thì khỏi bàn rất tốt nên mua nha Mn
105,"Ấm đẹp,sang chảnh,đun nước êm nhanh,nhưng hơi tiếc chút xíu là vẫn còn một ít nhựa viền trên nắp ấm,khi đậy nắp lại thì phần nhựa này nằm trong ấm nên không an toàn cho sức khoẻ,nói chung ấm vẫn ok"
106,"Mẫu sản phẩm đẹp , giao hàng nhanh"
107,"sản phẩm ok với giá tiền, dùng tốt, thiết kế mở ra mở vào hơi không hợp lí"
108,đẹp và chắc tay... nắp mở bình thường mà đâu có khó như mấy bạn nói
109,"mùa cô vy nên giao hơi lâu, nhưng hàng ok, đánh giá 5 sao nhé, sẽ ủng hộ shop lần sau nữa."
110,Sản phẩm rất tốt. Đun sôi nhanh. Tiki giao hàng rất nhanh và đúng sản phẩm đã chọn.
111,"Sản phẩm tốt, có 2 lớp thép nên khi nước sôi thì bên ngoài chỉ ấm chớ không nóng, tránh bỏng. 
Độ bền thì cần thời gian để đánh giá."
112,"Giao hàng nhanh mẫu mã đẹp,"
113,"Sản phẩm có thương hiệu, mẫu mã đẹp, đơn giản và sang trọng. Có vạch dấu hiệu max bên trong bình dễ canh lượng nước cho người dùng. Tiki đóng gói cẩn thận, giao hàng nhanh chóng. Cảm ơn tiki!"
114,"Đun sôi trong vòng 3p, khá nhanb"
115,"Giao hàng nhanh, tốt trong tầm giá, nên mua"
116,Đun nhanh. Dùng bền.
117,Giao hàng về quê mà mất có 1 ngày như mua hàng giao ở sài gòn vậy ak.
118,"Nhanh sôi, không nghe mùi nhựa như những bình rẻ tiền, giao hàng nhanh"
119,"Ấm đẹp, chưa đun nên chưa biết. Vote cho việc giao hàng mùa dịch nhưng rất nhanh"
120,"sản phẩm đúng hình, giao hàng nhanh, nhân viên nhiệt tình,dễ thương"
121,Đun nhanh sôi. Nắp ấm thấy mọi người nói khó mở nhưng dùng 1 thời gian thì cũng quen
122,"Hàng đẹp, nhưng cái nắp hơi khó mở tý"
123,Đẹp và loại bỏ nguy cơ bị bỏng do tiếp xúc trực tiếp với lớp vỏ kim loại.
124,"Chất lượng tốt, đúng như mong đợi. Hàng chắc chắn, mẫu mã đẹp."
125,"Chưa dùng nên chưa biết chất lượng, tạm đánh giá cho dịch vun tiki dù giao hàng hơi muộn so với lịch dự kiến"
126,ĐUN NHANH. DUNG TÍCH LƠN
127,"Bình đen bóng rất sang trọng, nấu êm ko có quá ồn. Rất hài lòng"
128,"tiki gửi hàng nhanh, gói hàng đẹp, đang sử dụng sản phẩm"
129,"Bình rất đẹp, đun nhanh, không ồn mấy, me sales nên giá cực tốt"
130,"Ship siêu nhanh, 1 tiếng đã nhận đc.
Hàng ok!"
131,"Nhà mình là fan của LL, vì chất lượng cao  mẫu mã đẹp."
132,Sản phẩm tốt giao cực nhanh. Nấu nước nhanh sôi và cách nhiệt tốt
133,hàng chuẩn như shop giới thiệu nha quý vị .
134,"Sản phẩm chất lượng, đẹp nấu rất nhanh sôi. Chỉ ko hài lòng đóng gói hơi sơ sài ko có chóng sốc gì cả"
135,"giao sớm, sp như hình, còn chất lượng phải sử dụng mới bit như thế nào, nhưng nói chung tin tưởng thương hiệu lock and lock"
136,"được lắm, xài rất tốt"
137,"Giao hàng nhanh, đóng gói cẩn thận, sp giống hình chụp"
138,"hàng chính hãng, sử dụng tốt"
139,Sản phẩm đẹp y hình mình thích màu đen hy vọng dùng bền
140,Ok
141,"Đẹp, kiêu nhỏ hơn xí so với 1 số loại"
142,Đun sôi nhanh
143,"Ấm đẹp, chưa sử dụng nên chưa biết,  LL hi vọng là bền"
144,"bình đẹp, mới dùng nên ko biết chất lượng thế nào. mới nấu thấy ổn."
145,"Sản phẩm như hình, khá ấn tượng với tốc độ giao hàng vùa Tiki so với mặt bằng chung"
146,Đun sôi nhanh mẫu mã đẹp .tôi rất thích sản phẩm của hãng
147,Rất tốt nah
148,Sản phẩm chính hãng. Giao hàng nhanh và đầy đủ.
149,Sản phẩm tốt
150,"Thiết kế đẹp, chắc chắn, mình mới nấu thử 3 lần, vẫn còn hơi mùi nhựa"
151,dùng tốt
152,Đẹp
153,"Giao hàng nhanh, sp đẹp, nhìn chắc chắn. Hi vọng dùng được lâu vì các thương hiệu khác xài vài tháng hay bị hư"
154,"Tốt, giao hàng nhanh !"
155,Chưa đc 5 tháng hư rồi 
156,"giáo hàng nhanh, bình cũng rất OK ."
157,"Bình đẹp, chắc chắn, nắp hơi khó mở ra nhưng thế mới k sợ đổ bình thì nước đổ ra ngoài, đun nước sôi nhanh. Nói chung là ok"
158,Ship rất nhanh. Mog shop giải đáp nếu muốn bảo hành sản phẩm thì cần đến đâu và có giấy tờ gì ko?
159,"Sản phẩm an toàn, tốt."
160,Giao hàng nhanh. Đóng gõi kỹ càng. Đẹp
161,"Lock  Lock thì mình không bàn cãi về chất lượng nha. Tiki giao hàng nhanh, đóng gói okay. Thanks"
162,"nấu mau sôi, kiểu dáng đẹp. xài thấy rất chắc chắn."
163,"Bình đẹp, xài ổn, đun sôi nhanh."
164,"mua về dùng tốt, mẫu mã đẹp"
165,Bình to đẹp màu đen nhìn chất lượng hơn trắng trắng nhìn màu nhựa hơi cheap
166,Tốt
167,"đun sôi nhanh, khá tiện lợi"
168,"Đẹpppppp. Trộm vía, mình chỉ hợp với tiki thôi thì phải. Mua cái gì ở đây cũng ưng cái bụng hết í"
169,đc
170,Good
171,"Đẹp, nấu nước nhanh,"
172,"Sản phẩm ấm đun siêu tốc LL gọn, nhẹ, đẹp, đun rất nhanh sôi, tiếng ồn nhỏ, giao hàng rất nhanh"
173,"ấm tốt, nhưng chưa nhận đc quà tặng nhỉ"
174,10  ạ
175,"Đun sôi nước rất nhanh, dáng đẹp như hình."
176,"sử dụng tốt, an toàn . hàng gửi đúng mẫu . Cảm ơn shop sẽ ủng hộ bạn lần sau ."
177,đóng gói kĩ. giao nhanh. bình đẹp. nhưng mà bình có vết bị trày dọc..
178,Chất liệu bền
179,"giao hành nhanh như 1 tia chớp, sản phẩm thì đẹp. còn chất lượng thì xài mới biếtđược"
180,"Sản phẩm tốt, đẹp, chất lượng"
181,"Đẹp, xịn. Hơi ồn khi nấu"
182,10đ
183,"Quá hay,đáy to dễ lau rửa :)"
184,sản phẩm rất chất lượng giao hàng nhanh
185,"Bình đẹp lắm. 
Cảm ơn shop."
186,Sử dụng tốt( )
187,"Giao hàng rất nhanh, quà tặng xịn"
188,"Hàng đóng gói kỹ, sản phẩm y như hình, đẹp"
189,tôt
190,chất lượng rất tốt .nên mua đáng đồng tiền bát gạo .hàng hiệu giá phải chăng .
191,"Sản phẩm đẹp như hình, dùng rất thích! Cảm ơn tiki"
192,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
193,"ấm nc ko mùi, ok, dùng 2 tuần liền tù tì, ngay nào cũng cắm mấy lần..."
194,"Sản phẩm đúng như giới thiệu, đóng gói kỹ"
195,"giao hàng nhanh, bình đẹp chắc chắn"
196,Giao hàng nhanh. Bình đun đúng như mong đợi. Đã sử dụng thấy ổn
197,"Bình đẹp giá rẻ nấu nhanh sôi, ngon lành"
198,Hàng chất lượng. Có cách nhiệt nên sử dụng ok
199,Mua loại này đc 2-3 năm mà vẫn dùng tốt. Mua hộ cho rất nhiều người thân rồi
200,đã dùng 1 thời gian dùng tốt ngoại hình đẹp
201,"Đun sôi nhanh, nhưng kêu rất to."
202,Xịn xò
203,"Bình đun nhanh, màu đẹp"
204,Sản phẩm rất tốt
205,Hàng lock  lock thì khỏi phải chê về độ bền và độ xịn xoài của e nó rồi
206,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp"
207,"Tiki giao siêu nhanh. Ấm đẹp sang, đầy đủ phiếu bảo hành"
208,Hàng chuẩn giao hàng nhanh xài bền nên mua thêm 1 em cho mẹ ck
209,Rất okie
210,Sài rất tốt mình sẽ ủng hộ shop tiếp
211,"Mẫu mã đẹp, hình ảnh đúng"
212,"sản phẩm đẹp, đun nước khá ok.
giao hàng nhanh."
213,Hàng đẹp ạ
214,Đúng như mong đợi
215,"Chọn màu sang trọng , quí phái,giá cả hợp lí"
216,cảm quan ok
217,Bình đẹp lắm! Cho 5 sao
218,hàng đóng gói cẩn thận.giao hàng nhanh . Sài ok . mình sẽ ủng hộ shop
219,Sản phẩm chính hãng Tiki giao lại còn siêu nhanh trong ngày đã nhận được.
220,"Ổn áp, chỉ có điều cảm giác ko dày dặn như mô tả"
221,hàng đẹp chất lượng mua lúc sale giá tốt
222,Hàng đẹp.
223,Dùng ổn
224,"Giao hàng nhanh, hi vọng sử dụng bền"
225,"ghét nhấ cái nắp khó mở, nhưng ok trong tầm giá"
226,đã mua bình thứ 2. bình 1 sài vẫn tốt nên mình mua thêm.  rất ưng ý.
227,Mẫu đẹp. Đun lần đầu hơi mùi nhựa. Hy vọng đun vài lần sẽ hết
228,Bền nên mua
229,Ấm đẹp xịn xò nhé lại mua đc gía rẻ
230,"Dễ chùi rửa
Gọn nhẹ
Hợp túi tiền
Giao hàng nhanh"
231,"Hàng chính hãng, chất lượng dùng thử thấy tốt. Giao hang nhanh."
232,"Hiệu suất Ko quá đặc biệt. Mẫu mã đẹp, dùng ổn"
233,Sp ok
234,Bình rất đẹp ạ y như hình vậy ko ồn lắm với lại đun rất nhanh
235,"Đẹp, nấu nhanh, yên tâm, độ bền chưa đánh giá đc"
236,đun sôi nhanh.mẫu ma đẹp
237,"Sản phẩm dùng tốt, không phàn nàn gì"
238,"Sản phẩm đúng như quảng cáo. Giao hàng nhanh, đóng gói cẩn thận."
239,"Màu đen đẹp xịn mịn,đun nước nhanh,mua được sale 1111 rẻ."
240,Mới dùng thử thấy ok. Tg sau đánh giá chi tiết hơn. Ship nhiệt tình hàng hoá đóng gói cẩn thận
241,hài lòng
242,"Hang giao nhanh , chat luong . 5 sao"
243,"Chưa biết sd thế nào, sp nhìn đẹp và người giao hàng nhiệt tình."
244,"Bình sử dụng tốt, đẹp và đóng gói cẩn thận."
245,"Dep , chat luong tot"
246,"Sp y hình, chất lượng tốt"
247,"Mẫu mã đẹp, giao hàng nhanh, Chưa dùng nên chưa nói dc gì,"
248,"Chất liệu bền, mẫu mã đẹp, Nhỏ gọn"
249,Nắp ấm có vẻ lỏng lẻo
250,"Sản phẩm đẹp, 2 lớp nên chỉ có cảm giác ấm ở thành bình"
251,"Đun sôi nhanh, mẫu mã đẹp"
252,Dùng hơi khác chút vì không có nút mở nắp!
253,"giao hàng nhanh, giá tạm được"
254,Chất lượng tốt
255,Bình xài tốt. Nóng nhanh
256,"sản phẩm chính hàng, giá tốt, xài oke, êm hơn các loại khác"
257,"bình đẹp, giao hàng nhanh"
258,Màu đẹp nhìn chắc chắn dung tinh ổn
259,"Hàng đẹp, chất lượng"
260,mẫu mã đẹp giá phải chăng
261,"bình rất đẹp, dáng đứng chắc chắn"
262,Rât tôt nha
263,Đun siêu nhanh. Chất lượng tốt
264,dùng rất thích. cách nhiệt tạm ổn
265,"ấm xài tốt, đáng tiền"
266,"đóng gói tốt, sp đẹp, chưa có lỗi gì, giao nhanh"
267,Giao hàng nhanh. Hàng giao chất lượng. Đóng gói kĩ
268,"Nhận được sản phẩm đóng gói kỹ càng, mới, đẹp, đun tuy nhanh nhưng hơi ồn, thiết kế mở nắp cũng không tiện lắm."
269,"tốt, nhưng dàn nhựa hơi mảnh"
270,"đun nhanh, máy êm, không ồn, màu đẹp sang cả bếp"
271,Quas ok
272,Sản phẩm chất lượng tốt. Giá cả phù hợp túi tiền.
273,"Chắc chắn, đẹp, đun nhanh. Giá cả cũng hợp ly."
274,"Bình gọn đẹp, xài khoẻ"
275,Ok la
276,"Sản phẩm sử dụng ok , có kèm bảo hành nên rất an tâm"
277,"Bình mẫu mã đẹp, nấu nhanh, dễ sử dụng"
278,"Chất lượng ,chắc chắn"
279,Nắp thao tác hơi khó
280,Đóng gói kĩ giao hàng nhanh
281,"Đẹp đúng mô tả , rất thích"
