Index,Comment
23,Giao hàng rất nhanh luôn như mà sách của mình bị xước rất nặng. Giống như bị gãy luôn ý. Nên là mình rất buồn :((((
24,"Sách đọc rất hay, con gái nên đọc, giá sale nên rất hời"
25,"giao hàng tốt. đóng gói ok
cảm nhận về sách: khó hiểu, quyển nhỏ nhưng cần phải kiên nhẫn lắm mới đọc hết được, cần sự tập trung và tư duy khi đọc. Đối với mình chắc phải đọc tận 2,3 lần"
26,"Lại bọc sách bằng bọc thực phẩm. Mua 9 quyển thì 2 quyển k seal, 2 quyển bọc thực phẩm còn lại thì còn seal. Chưa đọc nên chưa cho đc nhận xét."
27,nhỏ gọn và nội dung như 1 cuốn note có thể mang theo mọi lúc mọi nơi. sau khi đọc xong 1 phần sách có chừa phần để note review lại những gì đã tiếp thu. khá hay
28,sách chính hãng giá rẻ hơn rất nhiều so với giá thị trường còn nội dung thì chưa đọc nên mình chưa biết đóng gói ok
29,"Sách ngắn gọn, nội dung hay. Tuy nhiên tiêu đề sách có hơi gây hiểu nhầm, nội dung không phải một cuốn sách selfhelp mà nói về cách phản ứng của não bộ với các sự kiện. Đọc thêm phân tích trong cuốn Tư duy có hệ thống, Não bộ kể gì về bạn..."
30,Tiki Giao hàng nhanh cực kỳ. Tôi rất thích đặt mua sách trên TIki. Rất hài lòng về dịch vụ và chất lượng sản phẩm.
31,"Mình đặt sách lúc 7h30 sáng, đầu giờ chiều đã nhận được sách. Giao hàng nhanh, chất lượng sách tốt. Sau khi đọc sách xong, mình sẽ feedback tiếp."
32,"Hình thức ổn. Nội dung bình thường, nhiều kiến thức chuyên môn, lý thuyết (về não, thần kinh...), ít kiến thức thực tế và tình huống cụ thể (như thế nào là luận điểm yếu, không logic... không có đề cập). Thích hợp để nghiên cứu hơn là để vận dụng vào kỹ năng tranh biện. 
Bạn nào expect đọc xong sẽ giúp mình tranh biện giỏi hơn, lưu loát và bắt thóp đối thủ thì ko nên mua."
33,Tất cả đều ok
34,"Tiki giao hàng siêu nhanh
Sách mới tinh, nguyên vẹn 
Kích thước sách nhỏ hơn so với mình nghĩ"
35,Sách khá hay.
36,"Sách khá nhỏ hơn mình tưởng
Nhưng chất lượng giấy ok , hình thức bên ngoài khá ổn, hơi có nếp gấp.
Giao hàng nhanh"
37,"Giao hàng nhanh, sách rất hay đáng để đọc , dịch dã là thời gian tốt để đọc sách
Sẽ ủng hộ tiếp"
38,ok tốt
39,"bìa mặt sau sách bị lỗi gạch trắng mờ mờ nhưng mà nhìn được , hơi bị tét nhẹ nhẹ ở rìa sách, còn lại thì tốt, nên mua nha mn"
40,"Giao tốt, nhanh, bất ngờ trước lần giao này. Về hộp chỉ móp chút xíu còn sách thì không một góc nào hư. Nội dung đọc chưa hết nhm khá hấp dẫn."
41,"được giới thiệu mua, nhưng chưa đọc nên chưa biết đánh giá sách sao nhưng chất lượng sản phẩm thì khỏi bàn. sách đẹp, mực in sắc nét. hài lòng vì chất lượng sản phẩm"
42,Sp đúng như mô tả
43,"Sản phẩm được đóng gói kĩ lưỡng. Giao đúng, đủ hàng. Giao hàng cực nhanh. Sách chưa đọc. Cảm ơn shop."
44,"Giao hàng nhanh chóng, sách sạch đẹp dù bị móp 1 tí ở đầu nhưng không đáng kể."
45,"giao nhanh, sach đep, nôi dung đoc ki mơi hiêu đươc. rât đang mua"
46,Mặt sau hơi xước. Còn lại ok.
47,Sách nhỏ gọn dễ mang đi và giấy với trình bày cũng đẹp nhưng mình thấy hơi mỏng và mắc với giá đó
48,sách mới và giao hàng nhanh nữa
49,nhìn sách là biết siêu dày và đẹp rồi.
50,"Sách rất hay và tốt cho những bạn bắt đầu luyện tư duy phản biện, giao hàng nhanh đặt sáng chiều có"
51,"Sách đẹp, đóng gói cản thậnpp"
52,"Sách được bọc trong nilon, chưa bóc ra đọc nhưng mình nghĩ nội dung cũng hay. Được giao cùng quyển ""trí tuệ Do Thái"" nên khá nhanh. 5 sao"
53,trời ơi đóng gói hàng thế này thì tiền bán giấy vụn cũng trở thành 1voucher giảm giá rồi 
54,"Tốt lắm nhe sách được bảo quản kỹ ko bị móp góc, shipper thân thiện, giao hàng nhanh "
55,"Sachs rất hay và bổ ích, mn nên đọc thử nha "
56,Tot
57,"Đóng gói cẩn thận, mình mua carebook nên Tiki đã bọc sách luôn. Nội dung sách hay, nên đọc."
58,"Mình rất hài lòng về sản phẩm, rất tuyệt vời, cám ơn shop, cám ơn tiki, sẽ đọc cuốn này"
59,"Nội dung sách dở, mặc dù tiêu đề bìa sách lôi cuốn."
60,Sách giao nhanh và đóng gói rất cẩn thận.
61,"Giao hàng nhanh, đóng gói tốt. Sách được bọc nilong ổn áp:33"
62,"Sách giao tới tay trong tình trạng đẹp, nguyên vẹn."
63,sách đẹp . ship nhanh nè. chưa đọc nên chưa biết nha tạm cho 45
64,Tiki đóng gói rất cẩn thận và giao rất nhanh luôn ạ
65,"Giao hàng siêu nhanh, sách đẹp trong méo rách. Về nội dung thì chưa đọc chỉ thấy review tốt cho người làm data cần tư duy nhiều nên muốn tham khảo"
66,bổ ích
67,Sách không bị nhăn hay quăng góc nhưng mà mình không thấy bookmark trong sách
68,Nội dung có phần hơi cao siêu nhưng mà rất hay
69,"Mới đọc đuợc chương 1 nhưg thấy sách rất hay, rất đáng mua để bổ sung thêm nhiều kiến thức trong mùa dịch này"
70,"Giao hàng nhanh, đóng gói cẩn thận, sản phẩm đẹp."
71,Quyển này nhỏ nhưng cũng không được bọc giấy kín bên ngoài. Giao hàng nhanh
72,Uy tín
73,"Giao hàng nhanh, sách không móp méo hay gì hết còn nội dung thì không thật sự hay nên tìm hiểu qua sách nói hay xem tóm tắt trên mạng trước nhé."
74,"Sách mới, giao nhanh. Chữ rõ và nội dung cũng rất hịn ạ. Đọc xong mới cho review akakak"
75,Rất bổ ích
76,Hay
77,"Sách đẹp tuy hơi nhăn ở góc nhưng không sao,chữ in rõ nét"
78,"Nd chất lượng, bao bìa đẹp, đóng gói kĩ"
79,"mình chưa đọc nên không thể cho đánh giá về nội dung, sách  giao nhanh, giấy đẹp"
80,"sách rất ok, giao hàng nhanh. review thì mấy bạn kéo xuống dưới là có"
81,Hài lòng. Sách gói cẩn thận
82,Sách hay-giao hàng siêu nhanh
83,"Giao hàng nhanh (mới đặt hơn 1 ngày đã giao tới r), đủ hàng, đóng gói tốt"
84,Rất hay và bổ ích nên mua nha mn 
85,"Sách đóng gói tốt, giao hàng nhanh"
86,"Ship lâu muốn xỉu, dịch nên thông cảm. Chưa đọc nhưng cái bìa đẹp xỉu, chất lượng giấy tốt"
87,"Giao hàng nhanh chất lượng, đúng sách."
88,NgheNhinSo.Com Siêu thị thiết bị Nghe Nhìn Số phân phối các sản phẩm âm thanh chính hãng từ những thương hiệu hàng đầu thế giới xin hân hạnh phục vụ. LH 
89,Tuyệt vời
90,Sách không có seal (( May mà hộp không móp méo gì không thì mình khóc chết
91,Chưa đọc nên chưa biết nội dung sao nhưng tiki giao hàng nhanh sách mới
92,"sách hời dàn trải, cần 1 cuốn cầm tay chỉ việc"
93,giao hàng nhanh n đóng gói sơ sài giao tới thì kiện hàng méo mó may là sách ko bị gì
94,Nội dung thì đối với mình là rất hay! Có điều sách được ship tới thì bìa bị trầy hơi nhiều nhưng sách không có móp méo hay rách gì cả nên không vấn đề gì hết :3
95,"giao hàng cực nhanh, sách cực thích
nhưng mà em thấy sách hơi bị nứt (?), có lẽ là do vận chuyển
em vẫn rất hài lòng (ヮ)"
96,okkkkkkkkkkkkkkkkkkkkkk
97,Sách nhỏ hơn mình nghĩ một xíu giấy hơi tối màu đọc lâu sẽ mỏi mắt mà sách đẹp lắm ạ giao hàng hơi lâu vì dịch lần sau sẽ ủng hộ tiếp ạ
98,Sách hay nên mua
99,"nhìn qua bìa có vẻ cũ, chất lượng trang giấy và nội dung vẫn tốt"
100,Chất lượng sách ổn
101,"đóng gói cẩn thận , đẹp ,giao nhanh ,đúng ngày."
102,"Giao nhanh, sach hay. Cảm thấy rat hài lòng"
103,"sách cũng khá hay,  giúp mình nhìn nhận được những lỗi tư duy của chính mình,  từ đó để cải thiện cách mình suy nghĩ và đưa ra đánh giá."
104,"Đóng gói cẩn thậnnn, giao hàng nhaanhhh, về nội dung chưa đọc nên chưa rv nhg dc nhiều recomend nên rất muốn đọc thửuuuu"
105,"đóng gói, giao hàng nhanh, sản phẩm đẹp"
106,Ok
107,"Sản phẩm vô cùng tuyệt vời , sách xịn , mọi người nên mua bookcare để bảo đảm sách đẹp nhé"
108,Giao nhanh
109,Nên rèn tư duy
110,"sách đẹp . giao nhanh lắm , sớm hơn 1 ngày luôn . uy tín uy tín"
111,"Cuốn sách nhỏ hơn mình nghĩ , nhưng mở mục lục đọc qua thấy ưng liền"
112,Sách bổ ích nhỏ gọn dễ mang bên mình để đọc những lúc rảnh rỗi
113,"sách giao nhanh, bìa đẹp, ko bị gãy hay nhăn. nội dung thì mình chưa xem nên chưa đánh giá được"
114,"Giao khá nhanh, sách hay đọc mà phải suy nghĩ hơi nhìu vì rối :"
115,"bìa rất đẹp,  mới , rất ưng.
sách giúp mình tìm tòi khá nh thứ ấy.
đáng tiền nhá mn"
116,Khó
117,Đóng gói sơ sài. Nhìn chung sách vẫn nguyên vẹn. Nội dung ok.
118,"Sách hay
Giao hàng nhanh
Chất lượng tốt"
119,"Sách đang đọc được 50 
Từ ngữ hơi trừu tượng các bác ạ :(("
120,"chưa đọc nhưng giao nhanh. 6h đặt,  8h giao"
121,"giao hàng nhanh.giao hàng nhiệt tình
 rất hài lòng với sản phẩm"
122,sản phẩm rất tốt
123,"Giao hàng nhanh, sách rất mới được bọc cẩn thận bằng bookcare. Mình rất hài lòng"
124,"nó khá nhỏ so với tôi tưởng,bìa đẹp,mặt dù chưa đọc nhưng nhìn sơ qua nó là một cuốn sách tiềm năng"
125,Nhỏ gọn dễ mang theo
126,"Tiki giao hàng rất nhanh, sách nhìn bên ngoài rất đẹp nha mn "
127,Cuốn này mình đã mua rồi. Mình có thể trả lại không
128,"sách nhỏ gọn, mua trong đợt sale nên giá quá là ok lunnnnn"
129,"sách dầy dặn, trang sách nguyên vẹn chử to, sách mới"
130,"Mua nhiều đc tặng Flashcard với bao lì xì, chưa đọc nên chưa biết nội dung hay không nhưng đọc phần gthiệu thấy nội dung ổn, bìa với giấy ok mà có vài cuốn không còn tem bọc sách mới nên xước qtqđ như để cũ lâu lắm  r ( nhưng giá cả sale nên ko đòi hỏi nhiều, bn nào quý sách như vàng thì nên cân nhắc) , điểm trừ là đóng gói qúa tệ ,lúc nhận cái kiện hàng mà hết hồn ,nó te tua móp méo bong keo gần như sắp rơi sách ra ngoài r!! khách hàng bỏ tiền ra mua sách chứ ko phải xin ạ nên mong shop cân nhắc cẩn thận khi đóng gói vì mình đọc thấy nhiều bạn nhắc shop vđề này r mong shop cải thiện. Mong shop thông cảm cho mấy lời góp ý của mình, c.ơn shop đã đọc"
131,"Sách hay.
Khá nhỏ. 
Nội dung có dẫn chứng rõ ràng, thực tế"
132,Sách đóng gói cẩn thận chất lượng khỏi chê
133,Truyện đến tay mình thì có vẻ hơi bị trầy ;-;
134,"sách đẹp , nội dung chưa đọc nên chưa biết thế nào"
135,"Mình mua sách ở đây nhiều lần rồi, lần nào cũng hài lòng, bọc giấy bóng đầy đủ. Nhưng lần này mình đặt 5 cuốn không có cuốn nào được bọc giấy bóng và cầm sách lên cảm giác như đã có người cầm qua đọc í,không được mớicuốn này thì bị trầy xước quá trời. Mình đọc sách thích giữ gìn sách sạch sẽ, trầy 1 chút là mình xót rồi nên lần này mua thấy hơi khó chịu..."
136,Sách tạm ổn. Đọc thấy đầu óc mở mang thêm.
137,Đọc sách nâng cao trí tuệ nè
138,Sách giao nhanh
139,"sách hay, có những phần dành cho người đọc ngẫm nghĩ, viết ra đánh giá của bản thân"
140,"sản phẩm đẹp, giao hàng nhanh"
141,Trông có vẻ hơi cũ nhưng vẫn cho 5 vì dịch vụ
142,Sản phẩm được giao nguyên vẹn.
143,Sách bổ ích
144,"đóng gói tạm, k hư sách"
145,Đóng gói ẩu
146,Tốt
147,Giao hàng nhanh và đúng sản phẩm
148,"Nhìn chung là xịn, bìa đẹp, nhỏ nhỏ trông cũng xinh"
149,sản phẩm ok cầm sách trên tay khá là thích đóng gói cẩn thận
150,Sách rất hay anh em nên mua nha )))
151,"Đóng gói cẩn thận, sách đẹp"
152,"Sách bổ ích, dễ đọc, đóng gói cẩn thận"
153,chưa đọc nhưng thấy ok
154,giao đúng hạn chất lượng giấy tốt
155,Nội dung hay vô cùng bổ ích.
156,10 d 10
157,"rất tuyệt vời ,mình mong cuốn sách này mang lại cho mình nhìu hiểu bt"
158,"sách gốc đẹp rất đẹp, giao hàng nhanh rất nhanh, shop đóng gói nhìn xịn sò cưng ghê luôn"
159,sách đẹp
160,"Sách hay, có nhiều hướng tư duy mới lạ. Nhưng đoạn sau hơi khó hiểu và ko gần gũi lắm"
161,tốt 
162,"Mới tinh ,đẹp"
163,sách khá nhỏ. nhìn khá thích mắt. nội dung cũng rất được. cho 5 ạ
164,"Giao hàng nhanh, đóng gói kỹ"
165,Nội dung hay
166,Sách mới. Giao hàng nhanh.
167,Good
168,Sản phẩm tốt nhưng giao hnagf bọc chống sốc thì hơn :( bị móp góc sách ạ
169,"Tiki giao hàng nhanh, đóng gói tốt. Nội dung ổn, phù hợp với nhu cầu của mình."
170,giao đúng loại và nhanh
171,Sách đọc rất hay
172,"Hàng đẹp 
Đúng mẫu 
Giao hàng nhanh 
Mua về cho tri thức chứ cx chx đọc"
173,giao hàng nhanh hơi bụi
174,rất hay nhưng cần tập trung sâu để hiểu rõ
175,"Đóng gói chắc chắn, vận chuyển nhanh, chất lượng sách tốt"
176,"Đúng sp , giao hàng nhanh, sách hay lắm ạ"
177,Khá tốt
178,"chưa đọc nên k đánh giá dc  , nhưng giao hàng nhanh, đóng gói chắc chắn"
179,"Sách mua tặng bạn, bạn mình nhận xét là đọc khá ổn"
180,giao hàng nhanh
181,"sách hay, đóng gói kĩ. nhưng tôi nghĩ nên tặng thêm bookmark nữa :')"
182,Đóng gói kỹ càng
183,Giao hàng lâu hơn bình thường khá nhiều
184,"Sách giao hàng nhanh, sách đẹp in rõ chữ"
185,Giao hàng nhanh và đóng gói cẩn thận
186,ok tot
187,"Giao nhanh 
Sách đẹp"
188,"nội dung chất lượng, đáng đọc"
189,Sách hay bổ ích
190,"Nội dung hay, phân tích các kiểu tư duy."
191,sách đẹp bao bìa dày mực đậm rất hài lòng
192,Giao hàng rất nhanh
193,Sách đẹp mà xịn xò ghê ạ
194,"Vận chuyển nhanh chóng, đóng gói cẩn thận. Đúng sản phẩm muốn mua."
195,ổn
196,"Giao hàng nhanh, shipper thân thiện, mình chưa đọc nên chưa đánh giá thêm"
197,"đóng gói cẩn thận, k có tình trạng rách móp. sách hơi mỏng và ít nội dung"
198,Lỗi vài trang. Nhưng chấp nhận dc
199,Giao hàng nhanh lắm luôn nha.
200,Sách hay nên đọc nha mọi người
201,sách đóng gói sơ sài những sách k bị móp giá ok
202,"hãy, nên đọc để phát triển tư duy, nhận thức"
203,Sách hơi khó nuốt. Có lẻ mình chưa đủ trải nghiệm để hiểu
204,sách hay đọc ngay thôi
205,"sách hay lắm ,mình nhớ mãi câu này"
206,Kiến thức rất hay và bổ ích 
207,Sản phẩm rất tốt!
208,Cần đọc nhiều lần để hiểu hơn
209,sách đọc rất hay ạ
210,sách có nội dung về kĩ năng mềm vô cùng cần thiết cho gen Z
211,Bìa đẹp sách mới giao hàng nhanh
212,"ok, nhưng nhỏ hơn mk nghĩ"
213,"đóng gói cẩn thận, giao hàng nhanh"
214,"Sách ổn, chưa đọc nên ko biết nội dung ra sao"
215,Hay ạ
216,um
217,"Sách đẹp
Xịn
Đánh đọc"
218,"rất hay và đẹp ,c.ơn shop"
219,nhìn bên ngoài hơi nhỏ nhưng mà nội dung rất rộng lớn
220,Bt
221,sản phẩm ok. giao hàng nhanh
222,"sách đẹp, nhận hàng nhanh, trong vòng 24h đã nhận sách nha."
223,sách hơi cũ
224,chất lượng sách ok
225,Bổ ochs
226,"sách gói cẩn thận, ship nhanh, chưa đọc nên chưa biết nội dung"
227,"Sản phẩm chất lượng, đóng gói cẩn thận, giao nhanh"
228,"Sách hay, nên mua ạ"
229,OK!
230,"Rất tốt tôi rất thichd sản phẩm này, cod giá trị cao"
231,"Vận chuyển nhanh, sách ổn lắm ạ k bị hư tổn gì"
232,Chuan sach
233,"sách rõ nét,giao hàng nhanh,đóng gói cẩn thận"
234,sách ok lắm nha mọi người 
235,"giao hàng nhanh, chất lượng ok"
236,sách không có màng bọc chống sước
237,"Sách đẹp, nhẹ, giao nhanh"
238,chất lượng tốt
239,quyển sách quá đẹp. k bị mờ hay lỗi j
240,Ờ dậy đó
241,Sách đẹp lắm
242,sách hay về tư duy phản biện.
243,Sách vừa  1 gang bàn tay nhé 
244,"rất hài lòng, đóng gói cẩn thận và sách chất lượng tốt"
245,"quá hay, quá tuyệt vời"
246,khó hiểu lắm
247,"10 điểm vận chuyển, sách đẹp, thơmmm"
248,sp tot
249,Nice
250,"vừa nhận, đọc khoảng 50 trang thì sai chính tả(ảnh cuối)
nội dung cũng ổn, đọc xong hết mới đánh giá khác quan, 710"
251,Hay và thú vị.
252,"Đóng gói cẩn thận. Sách nhìn đẹp, chữ in rõ. Giao hàng nhanh."
253,Hài lòng
254,Đóng gọi hơi tệ 
255,"sách rất đẹp, giao hàng nhanh"
256,Sách hay vl tuyệt zời ông mặt tr
257,Sách rẻ mà chất lượng lắm ạ
258,
259,Sách đóng gói đẹp
260,Rất chất lượng
261,"Sách đẹp, vận chuyển tốt!"
262,"Giao hàng nhanh, sản phẩm đóng gói ổn."
263,"tốt sản phẩm ok .
chúc tiki làm việc hiệu quả thêm"
264,I love it
265,Sách giao hơi chậm nhưng chất lượng tốt
266,Sách rất hay và bổ ích
267,Chưa đọc nhưng đánh giá cho đỡ mệt
268,Sách đẹp ship nhanh
269,Rất hay và sâu sắc
270,siêu đỉnh luôn nha. giao hàng siêu nhanh
271,Sp ok
272,học hỏi được nhiều điều từ sách
273,Chưa đọc nên chưa đánh giá được
274,nên bọc kĩ hơn nha
275,sản phẩm tốt
276,"hàng giao nhanh, đẹp"
277,sách đẹp giao nhanh
278,Cải thiện khả năng tư duy ngôn ngữ
279,"Sách hay, đáng xem.
Giao hàng tốt, nhân viên giao nhiệt tình"
280,"Hay, rất đáng để đọc"
281,"giao nhanh , sẽ tiếp tục mua"
282,sách đẹp đóng gói kỹ
283,sách tuyệt vời
284,"Bọc sách cẩn thận , cảm ơn shop"
285,"sản phẩm tốt, giáo hàng đóng gói nhanh"
286,Xịn
287,sách không thực tế lắm. đọc cho biết
288,đẹp
289,sách ok nha mn
290,Mình khá thích cuốn này
291,Sản phẩm ok với tầm giá
292,quyển chất giấy xịn oke
293,vì nó giúp t
294,Nói chung rất oke
295,Hơi khó đọc xíu nhưng khá hay
296,"chất lg sách ổn , chưa đọc nên k biết nd"
297,chữ rõ nét.bìa đẹp
298,Đóng gói kĩ càng! Sách đẹp
299,
300,Sách hay và giao hàng nhanh
301,Dc
302,rất hay nha )))
303,"Sách nội dung hay, đọc lôi cuốn"
304,"Sách okla , dịch nhưng chỉ delay 1ng"
305,tuyệt vời
306,Tốtttt
307,Sách hay và có ý nghĩa
308,"giao hàng nhanh ,sách đẹp"
309,Tạm ổn
310,quá đã
311,Giao hàng hơi trễ
312,đóng gói rất tốt ạ.
313,okla
314,"sách hay , bọc gói cẩn thận lắm luôn. nội dung cũng được chứ không hay như mình nghĩ ."
315,ujejenjenzjzhhehzzeexeee
316,oke nha
317,nên mua để đọc
318,chưa đọc
319,nó rất tốt
320,sách chuẩn
321,ngon
322,Sách nội dung hay . Tiki giao hàng nhanh .
323,"Giao nhanh, giấy đẹp, nội dung ok"
324,hay đó
325,Sách rất oke. Gói đẹp. Giao nhanh
326,rất tốt
327,sách tốt
328,sách in đẹp
329,giá tốt
330,"Sách rất hay, hữu ích"
331,đáng đọc
332,Sách hay nha mọi người
333,hàng giao cực kỳ nhanh. cảm ơn shop
334,ship nhanh
335,tuyệt
336,sách rất hay
337,Cungz đc
338,giá cả
339,Nhanh chóng nhận hàng
340,Giao hàng đúng h
341,"Sách hay, giao hàng quá nhanh"
342,nội dung hấp dẫn
343,giao nhah
344,thích
345,"Giá rẻ, giao hàng tốt"
346,"Giá tôt, sách thật!"
347,Rất đáng đọc
348,"sách đẹp, giao hàng nhanh"
349,sách khá hay
350,chất liệu tốt
351,Nội dung oke
352,Oki
353,rất hài lòng
354,Giao hàng đúng ngày
355,giao hàng nhanh!
356,Bìa hơi xước
357,okkkk
358,"chất lượng sách rất tốt, nội dung hay"
359,sách hay quá
360,Chất lượng
361,ok shop
362,hay và tốt
363,cực kì hài lòng
364,Thấy hay
365,Sách này đọc suy nghĩ nhiều mới hiểu
366,Ok hay
367,ok good
368,Niceee
369,"Hôm nay mình nhận sách về nội dung thì mình chưa đọc nhưng sách của mình nhận hơi bụi, hy vọng tiki sẽ xử lí sạch sạch sẽ trước khi giao hàng nè. Còn 2 cuốn kia mình đặt được bọc nilong bên ngoài nên sạch sẽ và mới tinh tươm luôn nhen"
370,"Tiki giao hàng nhanh. 
Sách giấy ok.  Nhưng
Nội dung thì viết lan man. Viết linh ta linh tinh về não bộ và trí nhớ. Mình đọc gần nửa quyển sách rồi mà chả thấy được cái critical thinking nào. 
Khuyên bạn nên xem podcast trên youtube hơn thay vì mua quyển sách này. Phí tiền phí thời gian"
371,Hàng Ok
372,Sách hay nên đọc
373,Giao hàng đúng ngày sp chất lượng tốt
374,"Sach oke nhưng bên vân chuyên lam cai hôp bên ngoai tơi ta, sach con mơi nhưng bi cân goc, nhin thây rât bưc minh."
375,Giao hàng nhanh nhưng khá tiếc là khi nhận mình thấy nó hơi cũ chút và bìa sách có vài viết xướt nông nên mong shop hãy chú ý và cẩn thận ở khâu bảo vệ sản phẩm khi vận chuyển nhé
376,Hàng ok!
377,"Về hình thức thì sách sử dụng giấy tốt, chất lượng in tốt. Nhưng mình không đánh giá cao về nội dung quyển sách này. Tựa sách nghe rất hấp dẫn, lúc mới đọc tựa sách mình nghĩ nó sẽ rất thiết thực, giúp mình có được tư duy phản biện để nhìn nhận những vấn đề trong cuộc sống cũng như công việc giúp mình có thể đưa ra những quyết định và lựa chọn đúng đắn. Khi đọc rồi thì mình chỉ thấy chán, cố đọc cho hết quyển sách chứ không hứng thú. Những chương đầu của quyển sách thì nói về cách mà não bộ đưa ra những suy nghĩ cũng như những niềm tin. Những chương sau thì nói về những nguỵ biện logic, những trò  tiếp thị và thuyết âm mưu. Nên đọc đến cuối sách mình vẫn chưa thấy được nên làm gì để rèn luyện tư duy phản biện"
378,"Giao hàng nhanh, anh shipper khá nhiệt tình.
Tiếc là không có bao ni lông bọc ngoài sách nên có vài chỗ ở bìa bị rách, tuy không nhiều lắm nhưng với tính kĩ lưỡng như mình thì ko hài lòng cho lắm, mong Tiki sẽ cẩn thận hơn ở khoảng này."
379,"Nếu muốn rèn luyện tư duy phản biện như tựa đề thì cuốn sách này chưa đáp ứng. 
Ở các chương đầu giúp người đọc hiểu hơn về cơ chế hoạt động của não bộ từ đó giúp hiểu hơn về cách vận hành của não và suy nghĩ. Đây là điểm sáng của cuốn sách. 
Đoạn giữa nói về ngụy biện qua việc nêu tên và ví dụ, đoạn này thì bình thường. 
Đoạn sau nói về thuyết âm mưu thì thấy hơi lê thê. 
Tóm lại cuốn sách chưa thể giúp giải quyết vấn đề một cách có hệ thống, kỹ năng ra quyết định hiệu quả hay nghệ thuật đặt câu hỏi như bìa sách nêu ra."
380,Mua đơn 5 quyển khác nhau thì Rèn luyện tư duy phản biện chất lượng kém hơn. Nhìn gáy sách k thấy các tép giấy nhỏ và keo cũng k được đẹp. Hic
381,"Mình đọc được một nửa cuốn sách rồi nên mới viết vài dòng cảm nghĩ về sách.
Cá nhân mình thấy nội dung sách chủ yếu đưa ra các định nghĩa, phân loại các dạng ngụy biện. Câu từ trong sách nghiêng về phía khoa học nên hơi khó hiểu. Mình chấm điểm sách là 710"
