Index,Comment
31,"khi đặt hàng của tiki thì tôi luôn luôn an tâm và tự tin với quyết định của mình, không bao giờ phải thất vọng. cảm ơn và chúc tiki ngày càng nhiều thành công nhé"
32,Thiết kế công dụng quá hợp lý và tiện dụng. Đúng nhu cầu cần dùng. Giá thành dễ chịu so với mục đích thực tế sử dụng
33,"Hồi đợt mua cái cây có màu xanh với vàng thì cũng chắc chắn nhưng mà đầu chổi cứng qá chà mấy nền gạch có hoa văn nổi nó ko sạch. Cây mới này ok nè, lông hơi mềm 1 chút chà nền hoa văn nổi sạch ghê á với mép nhựa 2 bên mỏng nên chà sát mép tường cũng khá sạch. Mong Parotti cho ra thêm nhiều sản phẩm hữu ích cho gia đình hơn nữa nhé. Thu gọn"
34,"Thấy mn bình luận đều khen tốt nên đặt về xài theo xu thế. Sáng đặt thi trưa đã nhận dc hàng. Và đúng là sp tốt thật. Mẫu mã nhìn đẹp,cầm nhẹ tay nên xài lâu sẽ đỡ mỏi. Thích nhất là kéo dài ra hết cỡ mà thân cây vẫn rât chắc chắn chứ k yếu ớt cong vòng như sp khác. Tôi nghĩ mn nên mua vì sp tốt mà  giá cả cũng vừa phải.. nói chung la tuyệt vờitks shop Thu gọn"
35,"Cây nhẹ nhàng, cứng cáp, rất ưng. Dễ tháo lắp, còn được tặng kèm miếng nhựa thay thế."
36,"giao hàng nhanh,dong gói cẩn thận, cây lau san nhìn chắc chắn tuy nhiên sd lâu dài mới biết chất lượng"
37,"Chất lượng hoàn thiện tốt. 

Đầu chổi ổn, có điều phần gạt nước là cao su cảm thấy hơi mỏng.

Cho 5 sao :D"
38,"Giao hàng nhanh, cây lau chắc chắn, thiết kế đẹp, xem review của mọi người khen quá chừng nên mình quyết định mua về dùng."
39,"Sp đẹp, cọ rửa tốt. Đã vắn vào thì chặt, muốn mở ra phải đúng cách mới dc"
40,cảm nhận ban đầu thì khá đẹp. Nên mua chung với đồ kẹp cây này dán tường 18k. Kết hợp thì đúng combo đỉnh. Còn có phiếu bảo hành 6 tháng. Và đổi trả trong 30 ngày
41,"Sản phẩm xài thích, gọn gàng và sạch sẽ. Rất thích các sản phẩm có chất lượng của Parroti"
42,"sản phẩm màu trắng đẹp, hoàn thiện tốt, có co giãn chiều dài theo mục đích sử dụng, tiện lợi , đáng mua nhé"
43,Chưa ưng ý cây chà sàn nào như cây này. Chà rất sạch có cả đầu quét nước tiện lợi. 10 điểm cho chất lượng
44,"sản phẩm đẹp, chắc chắn, dễ sử dụng"
45,Giao hàng nhanh. sản phẩm dễ tháo lắp. có phiếu bảo hành và hoàn tiền khi mua online. Sp nhìn chất lượng
46,"Cây rất chắc chắn, sử dụng ok. Sp còn kèm theo phiếu bảo hành, hư ở đâu đổi ở đó. Quá tuyệt với
Mia hàng tiki thì cực kì an tâm, giao hàng phải nói siêu nhanh. Đã bye , và trở thanh khách hàng lâu dài của tiki Thu gọn"
47,"Sản phẩm dùng thích lắm ạ, vận chuyển hộp hơi móp méo một chút nhưng chổi bên trong vẫn mới nguyên.."
48,Vừa nhận hàng. Cây rất chắc chắn và đẹp. Tông đơ theo bé và mình dùng được. Rất hài lòng.
49,"Đóng gói chắc chắc, hàng chất lượng, giao hàng nhanh. Hoàn tiền khi quét mã."
50,"giao hàng nhanh, cây chà sàn chắc chắn, nhẹ, chổi cứng, có thêm 1 miếng cào nước thay thế"
51,"gọn nhẹ, dễ sử dụng. nhựa đẹp. sẽ mua nhiều của shop"
52,"đầu chổi cố định,nhỏ gọn, chắc chắn chà sạch, gạc nước cũng ok lắm, mua cây này xog cũng siêng chà nhà vs hơn, nên mua lắm nha"
53,chức năng gạt nước chỉ 5 điểm vì gạt không hết nước
54,"Sản phẩm đã nhận được. Hàng giao nhanh, tay cầm chắc chắn."
55,"Đóng gói cẩn thận, chất lượng ko cần bàn cải , quá tốt, dễ tháo lấp"
56,"Giao hàng nhanh, sản phẩm ưng ý, đã mua nhiều sản phẩm."
57,vận chuyển tốt. đóng gói đẹp. sản phẩm chắc chắn. chà sân hoặc toilet rất ok. cầm chà như vậy sẽ đỡ mệt hơn rất nhiều.
58,"Sản phẩm tốt, chắc chắn. Miếng gạt nước xài rất ok"
59,Mua cho gia đình dùng nhiều chất lượng ok sản phẩm tốt sẽ tiếp tục ủng hộ sốp
60,"Y như hình, thân cây cứng cáp, chà sạch và cào nước xong rất mát nhà."
61,Sản phẩm thiết kế đẹp và chắc chắn. Giao hàng siêu nhanh
62,"- Đóng gói : Đẹp (rất ok luôn ạ)
- Độ hoàn thiện : Điểm 10 cho sản phẩm tầm giá như vậy.
- Độ thuận tiện khi sử dụng : Rất ok, phù hợp cho mục đích dủ dụng gia đình.
- Giá : Hợp lý
Sẽ mua các sản phẩm khác cùng thương hiệu Thu gọn"
63,giao hàng nhanh cực kỳ sản phẩm chất lượng
64,"có đệm cán tay, nhẹ và chà sàn sạch giá cả hợp lý"
65,chị mình ở nhà dùng ưng lắm luôn. Rất tiện và dễ sử dụng
66,Sản phẩm chất lượng tốt..
67,"Giao hàng nhanh, dùng chắc chắn, phù hợp giá tiền, mẫu mã đẹp, mình toàn dùng đồ của parroti nên chất lượng chắc khỏi phải bàn, hoàn thiện tốt, đáng mua nhé mọi người."
68,"bàn chải chắc chắn, tiện lợi, vệ sinh sạch"
69,"cây chà nhỏ gọn, dùng khá ổn"
70,"Sp cực chất lượng. Chắc chắn mà lại gọn nhẹ. Đầu chà sàn chà rất sạch, đầu gạt cg bám rất tốt. So vs các shop khác thì ok hơn hẳn. nên mua nha mn"
71,"Đẹp , cầm chắc tay giao hàng nhanh"
72,"Đẹp, sang trọng hẳn nhà tắm, có điều shop đừng dán giấy lên cây nữa, bóc ra ko hết lem nhem cầm hơi khó chịu. còn lại ok hết, hàng Parroti thì ngon lành quá rồi!"
73,"hàng tốt, giá rẻ. chất lượng. hàng tốt, giá rẻ. chất lượng. hàng tốt, giá rẻ. chất lượng. hàng tốt, giá rẻ. chất lượng. hàng tốt, giá rẻ. chất lượng."
74,"cây chà sàn rất tiện lợi, đứng vẫn có thể cọ sạch, giải quyết vấn đề đau lưng và mất ít thời gian để cọ rửa hơn. Độ dài điều chỉnh theo ý muốn"
75,"Hàng đẹp chà sạch sàn có đều góc tường ko chà sát được vướng gạt nước, cây ko xoay được nên khó chà góc"
76,gon-nhẹ-cầm chắc tay-giá cả hợp lý
77,"Cây chà sàn chắc chắn thanh kéo ngắn dài được tiện lắm. Lông đều, cao su dày dặn còn được cho thêm 1 cái đi kèm. cảm ơn shop nhiều ạ"
78,Giao hàng nhanh. Sản phẩm nhìn chắc chắn. Gọn. Nhẹ. Tháo lắp dễ dàng. Có điều ko thấy miếng cao su thay thế nào!!! Dù trên sp có in là tặng
79,Rất thích các sản phẩm của shop
80,Sản phẩm nhẹ và tốt
81,"Cứng cáp, chà sạch, có miếng silicone quét nước dự phòng, quét nước mau khô"
82,"sản phẩm xịn xò. nhẹ, chắc, nhìn rất sang, quét nước khá ổn. mình sẽ mua tiếp để tặng ba mẹ. h.anh mang tính chất nhận quà. tks shop"
83,Sản phẩm đẹp
84,Quý khách có thắc mắc về sản phẩm hoặc dịch vụ của Tiki? Quý khách đang muốn khiếu nại hay phản hồi về đơn hàng đã mua
85,sang và tiện lợi
86,"Giao hàng nhanh đóng gói cẩn thẩn, san phẩm đúng mô tả, chất lượng tốt"
87,Tiện lợi có thể điều chỉnh dài ngắn trong phạm vi hẹp dễ lau và vệ sinh các khu vực ngóc ngách
88,"giao nhanh, sản phẩm tốt tiện lợi rất phù hợp với gia đình hiện đại. Có cả giấy bảo hành 6 tháng. Rất là oke"
89,"Xịn hơn mình tưởng, điều chỉnh độ cao tinh tế nha . Rất ưng"
90,"cây lau chắc chắn, chà sạch, cán dài giúp đỡ đau lưng khi phải cúi người xuống :))) sẽ tiếp tục ủng hộ shop"
91,"Từ khi có em nó, mỗi lần chà sàn khoẻ cái lưng hơn rất nhiều. 10đ"
92,"chưa sử dụng, sản phẩm đầy đủ, ổn, có giấy bảo hành
chưa sử dụng, sản phẩm đầy đủ, ổn, có giấy bảo hành"
93,"sản phẩm rất ok ạ, chưa sử dụng nhưng vẫn cho 5 sao, cảm ơn tiki nhiều, hình ảnh chỉ mang tính chất nhận xu, tks :)"
94,"đồ chắc chắn,vì xa nên giao hàng hơi lâu, mình chưa có thời gian sử dụng nhưng sp nhìn xịn còn,mua hàng tiki nhiều đến nỗi shipper giao hàng ko cần gọi vẫn biết nhà luôn"
95,Sp chât lượng tốt. Đảm bảo Giá cả phải chăng shop bọc cẩn thạn nhiệt tình. Tiếp tục ủng hộ shop
96,"Hàng đẹp,tay cầm chắc chắn,nhựa đẹp,giao hàng nhanh.Sẽ ủng hộ shop vào lần sau"
97,Cây chắc chắn. Đẹp. Còn dc tặng thêm 1 miếng cao su dự phòng nữa. Có cả miếng dán để treo cây nữa. Nói chung là rất êm.
98,sp giống như mẫu quảng cáo đống gói cẩn thận chất lương ok lắm
99,"Sản phẩm chất lượng, giá cả hợp lý, thiết kế đẹp và sang trọng"
100,"Sản phẩm tiện dụng, độ bền cao, được giao nhanh chóng."
101,"Chà sàn sạch, linh hoạt, nhàn"
102,hài lòng
103,"Hàng đã về, quá nhanh. Đặt khi sáng mà chiều đã có hàng rồi.Chưa sử dụng nhưng cũng ủng hộ shop"
104,"Chưa dùng nhe, khi nào dùng mình sẽ nhận xét tiếp ,lúc hàng về mới để ý là chổi ko xoay 360 độ được"
105,Hàng đẹp lắm luôn
106,OK
107,"sản phẩm xịn xò, giao hàng nhanh chóng mà mua đc giá sale rất là ok luôn ạ"
108,"Chổi chắc chắn, chỗ cằm tay êm, giúp vệ sinh toilet rất tiện lợi. Mọi người nên mua nha"
109,"Dễ chà, với giá này thì mình rất hài lòng. Chưa kịp mua bộ tự động thì vớ cây này, chà nhà tắm vui )"
110,"Cây chà xài tốt, làm việc nhanh chóng, đỡ đau lưng.
Miếng gạt được tặng thêm"
111,"Chổi có thể kéo dài và thu gọn, tiện lùa mọi góc. Cắn cầm chắc nhờ có khoá chốt 10đ"
112,"cứng, độ bền tốt, dễ vệ sinh , tiện lợi nên dùng, có móc treo sẵn rất hữu ích"
113,"Mình mua lần thứ 3 rồi, mua 10 cây luôn, sp tuyệt vời"
114,tay cầm dầy dặn chắc chắn. chổi mềm quét sạch vết bẩn . cao su gạt nước chưa bám xuống nền sát nên có chỗ nước vẫn đọng lại
115,Chà nước ok nhưng hơi nhẹ nên ko đủ lực để quét vết dơ cứng đầu
116,"cây chổi ok lắm, vứa xịt vừa quét, vừa tư thế đi đứng, bàn chải tốt - nói chung hài lòng!"
117,"Đẹp, chắc chắn"
118,"Sản phẩm đẹp, chắc chắn"
119,"Hình ảnh chỉ mang tính chất nhận xu, hàng đẹp khỏi chê luôn"
120,"sản phẩm đẹp, nhẹ, tay cầm êm, tiện lợi. nên mua ạ"
121,"Cây dùng ok, mua luôn cái móc treo cùng hãng để treo cho tiện lợi (y)"
122,"sản phẩm tốt, shop tư vấn nhiệt tình sẽ ủng hộ shop"
123,"sản phẩm tốt,đã mua 3 sản phẩm của shop rất hài lòng"
124,Chà và gom vết bẩn êm ru
125,"chổi cầm nhẹ tay, cán có thể điều chỉnh lên xuống khác nhau"
126,"Chất lượng tốt, Thiết kế đẹp, tiện lợi"
127,"Nhẹ, cầm chắc tay, giao hang nhanh, ủng hộ shop dài dài."
128,"Chổi nhẹ, dùng tốt, shop đóng hàng cẩn thận, anh ship hàng trách nhiệm và thân thiện"
129,Cây chà sàn có thể tùy chỉnh độ dài cho người sử dụng.
130,Vừa nhẹ vừa chắc chắn. Rất tiện dụng vì có thể điều chỉnh được khi thao tác. Chắc chắn sẽ mua thêm vài cây.
131,"Hơi lỏng lẻo, gạt nước cũng chưa ok lắm, dùng một thời gian thấy cũng ok nên cho 5"
132,Dùng tốt nên mua
133,Sản phẩm tốt. Chỉ có điều ngoài hộp để tặng miếng gạc nước mà bên trong ko có :)
134,ổn lắm nhé. gạt khô cong
135,"Hàng như trong hình chất lượng, mình chưa xài và hy vọng sản phẩm sẽ giúp tiết kiệm tgian lau dọn nhà tắm"
136,Chất liệu chắc chắn rất tốt và dùng tiện dụng
137,dạ thiệt ko biết nói sao về sự sung sướng khi được xài đồ tốt như thế này shop ơi
138,"Chất liệu chắc chắn, Độ bền cao, làm sạch vết bẩn tốt"
139,Giao hàng nhanh đóng gói cẩn thận
140,"Tiện dụng, hiệu quả, hợp vs không gian sàn thoáng, hoặc thảm sàn. Chà các góc tường thì hơi khó"
141,"Săn đc giá tốt nên khá hài lòng, chất lượng rất ok, sàn nhà tắm giờ luôn sạch nước đỡ trơn trượt"
142,Tiện lợi. Thiết kế đẹp. Đóng gói cũng chuyên nghiệp. 10đ cho chất lượng
143,"Giao hàng đúng hẹn, sp nhìn đẹp, chắc chắn"
144,"Chất liệu chắc chắn, Dễ sử dụng, làm sạch vết bẩn tốt"
145,"chắc chắn gia công đẹp, công năng tốt"
146,Sản phẩm đẹp phù hợpvs nhu cầu và túi tiền. Giao hàng nhanh.
147,"Chổi chắc chắn, đẹp như mô tả nhưng để chà các mép tường thì hơi khó."
148,"Chất liệu chắc chắn, rất đáng mua"
149,"Sản phẩm rất tốt, mua hàng bên này nhiều rồi k chê vào đâu dc"
150,Ổn so với giá. Giao hành nhanh
151,giao hàng nhanh
152,"đầu quét nước rất ráo, đầu chà cũng sạch, chốt điều chỉnh độ dài rất chắc chắn."
153,Rất tốt. Sản phẩn hữu dụng!
154,"hàng như hình ,cầm chắc chắn ,chưa dùng nên chưa biết có thích ko ."
155,Good good!
156,Đẹp dùng thích
157,dùng thích lắm cọ rửa khoẻ hơn xưa nhiều. nên mua rất tiện lợi
158,"cây chà sàn chắc chắn, tiện lợi giống như quảng cáo."
159,"Đúng như mô tả, chắc chắn!"
160,Rất tiện lợi nhé. Giao nhanh
161,Chất lượng sản phẩm tốt
162,"Chất liệu chắc chắn, Dễ sử dụng, Độ bền cao, làm sạch vết bẩn tốt"
163,Mua thêm cái nữa
164,"giao hàng nhanh, sp nhìn đẹp và giống hình ...nói chung là rất ưng ạ"
165,"Cây cầm chắc chắn đằm nhẹ, lông bàn chải dày mịn."
166,"hàng đẹp, chất lượng"
167,"xài tốt lắm ạ, mình mua 2 lần rồi. k có gì để phàn nàn cả."
168,"sản phẩm chất lượng, cầm chắc tay lắm, đáng tiền nha mn"
169,"dễ sử dụng, quét sạch nước. có thể chà được tường nhà vệ sinh"
170,"sản phẩm dùng rất tốt nhé, tư vấn rất nhiệt tình, cho 5 sao nhé"
171,Hàng đẹp.
172,Good Good Good Good  Good Good Good Good
173,Good
174,Sản phẩm tuyệt vời. Gạt nước rất tốt. Mua cho mẹ. Mẹ mình thích lắm.
175,Chổi cầm chắc chắn
176,"Hàng rất đẹp và chắc chắn nhé, lần sau sẽ ủng hộ shop lại."
177,Cực kì ưng í lun á
178,Hàng đẹp chắc chắn
179,Chất lượng tốt
180,"Cây chà sàn nhẹ, chà được nhiều vết bẩn cứng đầu, rất tiện dụng"
181,Tốt
182,Chổi xịn xò. có bảo hành 6 tháng hư gì đổi nấy. Tiki giao siêu nhanh trong 2h
183,"Chổi nhẹ, chắc chắn, tháo lắp đơn giản dễ dàng. Rất ưng"
184,"Giao hàng nhanh, đóng gói kỹ"
185,Dùng ok lắm
186,"Đẹp, tiện lợi"
187,"Giao hàng nhanh, mẫu mã đẹp................................................."
188,Xài rất ưng bụng lại tiện. Lau ở các góc tường dễ dàng
189,mong mỏi lâu rồi.. hàng đã nhận. trước dư tính..ok
190,"Đẹp và chất lượng, sử dụng hiệu quả"
191,Rât tốt!
192,oki
193,chổi đẹp
194,So xài rất ưng
195,"chà tường gạch sạch sẽ, gạt nước khô ráo"
196,"Hàng đẹp, chắc tay cầm, tay cầm có đệm mút rất êm. nên mua nhé!"
197,"Hàng chắc chắn, đẹp."
198,"Hoàn thiện đẹp, lông chải và gạt cao su tốt."
199,"tốt,hình thức chất lượng ok,giao hàng nhanh"
200,Tggg
201,"Vệ sinh nhanh, rất tiện nhe"
202,"Giao hàng nhanh siêu tốc, hàng trong hộp lịch sự, gói cẩn thận!"
203,"Mẫu mã đẹp, chất lượng, xứng đáng giá tiền"
204,Very good
205,Làm sạch vết bẩn tốt
206,"Xài hơi bị ổn, nên mua lắm ạ!"
207,"Cọ cũng ổn phết, có thể chỉnh chiều dài của cây"
208,"tuyệt vời, giờ nvs lúc nào cũng khô ráo"
209,giống như mô tả. giao hàng rất nhanh. ủng hộ shop  nữa
210,Khá ok
211,"Chất liệu chắc chắn, Dễ sử dụng"
212,Dễ sử dụng
213,"chổi đẹp, sử dụng tiện lợi"
214,sản phẩm bên đây lúc nào cung tốt
215,"Rất tiện dụng,hàng chất lượng cao."
216,cây chà sàn dùng khá ổn và chắc chắn.
217,Ok hàng tốt
218,đã nhận chưa xài nên chưa biết ntn
219,Sản phẩm dùng tốt
220,"hàng tốt, chắc chắn, chất lượng"
221,"Sản đẹp, chất lượng lắm. Nên mua mọi người nhé"
222,"Giao hàng nhanh, có thể thu ngắn gọn"
223,"Sản phẩm chất lượng, giá rẻ, giao hàng siêu nhanh"
224,Hàng chất lượng ! Sản phẩm đẹp
225,"chanh sả lắm nha. đẹp, rất ưng luôn."
226,Đẹp. Tiện lợi.
227,Chất liệu chắc chắn
228,"Hài lòng với sản phẩm , các bạn nên mua sẽ nhé"
229,"Sản phẩm đẹp, chắc chắn, độ tiện dụng cao"
230,Rất ok cho việc vệ sinh nhà tắm
231,Sp đẹp chất lượng
232,Sản phẩm dùng dc nè
233,"Giao nhanh, hàng tốt"
234,"Hàng tốt, chắc chắn. Đẹp"
235,Chất lượng đạt yêu cầu
236,"Sp rất đẹp, chắc chắn, tiện dụng"
237,Rất hài lòng
238,Chưa sd nhưng thấy sp là biết chất lượng rồi
239,"sản phẩm tốt nhìn đẹp,rất thích"
240,Chổi tiện dụng lắm ạ.  tks shop
241,sản phẩm ok nhé giao hàng quá lâu
242,"Đẹp, sang, nhẹ"
243,"sàn phẩm tốt , tiện lợi , chất lượng ."
244,"Hàng chất lượng, rất ưng ạ. Nên mua nha mn"
245,"Hàng đẹp, nhẹ. Dùng cọ sàn sướng tay"
246,"Dễ sử dụng, Độ bền cao"
247,Mới lấy về chưa dùng nên chưa biết ntn
248,Excellent
249,tiện dụng và đẹp
250,"hang tốt, chất lượng"
251,"sảm phẩm quá tốt, nhẹ và lưỡng dụng"
252,Sản phẩm ok
253,Rất ok
254,"Chổi nhẹ, đẹp, chất lượng"
255,"sản phẩm tiện ích, rất tốt"
256,Rất ổn
257,Hài lòng với sp mua
258,"Sản phẩm đẹp, rất tiện sử dụng"
259,"đẹp, chắc chắn. cán dài đỡ mõi lưng"
260,"Tien dung, cha de dang, sach se"
261,Sp như hình
262,Đẹp gọn hiệu quả
263,"Nhẹ, dùng tốt"
264,"Dễ sử dụng, thiết kế tiện lợi, gọn, nhẹ"
265,"Sản phẩm nhẹ, đẹp, chắc chắn"
266,"Chất liệu chắc chắn, Dễ sử dụng, Độ bền cao, thiết kế tiện lợi, gọn, nhẹ"
267,"Thiết kế tiện lợi, gọn, nhẹ"
268,Đóng gói ok
269,sản phẩm rất tốt
270,Dùng tốt
271,Tốt đẹp
272,ok nhẹ gon nhuh lao rat sach
273,"Cọ sạch, gạt sạch"
274,"nhanh, nhìn chắc tay, sẽ ủng hộ"
275,Rất hữu dụng
276,Đẹp chắc chắn
277,"xài ok, đỡ cúi xuống đau lưng"
278,"Hàng y hình , dùng thích ạ"
279,Hàng ok
280,"sản phẩm tốt, tiện ích"
281,Sản phẩm quá ưng ý
282,"Hàng thương hiệu nên khâu đóng gói rất đẹp mắt và xịn xò.
- Ưu điểm: cán nhôm nên cầm nhẹ. Đầu chổi chà tích hợp quét nước tiện lợi

- Nhược điểm: cán hơi ngắn dù kéo hết cỡ. Chổi lông thưa nên chà mất thời gian kéo lại nhiều lần mới sạch. Thu gọn"
283,Tiện nghi và chắc chắn
284,Sản phẩm nhận dc ưng ý.
285,Sản phẩm sử dụng tốt.
286,nên mua cả nhà ạ
287,Sản phẩm tốt
288,sài rất ok
289,hàng VN chất lượng cao
290,sản phẩm dùng ok.
291,Đúng hình quảng cáo
292,Sp tốt
293,tuyệt
294,Chà Ok
295,Dùng ổn
296,"Gọn, đẹp"
297,"Sp chắn chắn, ổn"
298,xịn .
299,"Nhe , chac , dep"
300,Hàng đẹp
301,SP tốt nhẹ
302,dê sử dụng
303,giao nhanh
304,Ổn phết
305,okkkk
306,ok nha
307,sp ok
308,tot
309,"Shop dán tờ quảng cáo lên cây thì dán keo chặt vừa thôi hoặc dán tờ nhỏ thôi. Mình lỡ tay bóc tờ quảng cáo ra giờ keo nó vẫn dính chặt không tài nào gỡ hết, trông thảm như thế này đây."
310,"Mình mua vì có bầu bất tiện khi cúi xuống chà sàn toilet bằng dụng cụ truyền thống. Mới thử và chất lượng khá tốt. Phù hợp với mấy bạn làm biếng (như mình) nữa vì k phải cúi xuống. Làm kĩ tí thì khá sạch nha. Mấy góc kẹt thì chịu khó dùng bàn chải khác để chà. Mấy roong góc tường chổi này vào cũng khá ổn nhưng phải chà lâu tí. Chắc do lực tay mình yếu nên khi dùng lực cán dài vậy hơi khó. 
Nói chung recommend á Thu gọn"
311,"Ráp vào không khớp, khớp nối lỏng léo vừa giật nhẹ đã rớt làm đôi.."
312,"Chất lượng hoàn thiện khá tốt, đầu gạt nước và chà sàn 2 trong 1 tiện dụng, tay cầm có bọc mút cầm khá êm tay"
313,"nhìn ok, cán nhôm hơi nhẹ, k biết sử dụng thế nào. Tạm thời cho 4 khích lệ shop, khinao thấy tốt sẽ cho 5"
314,"Gạt nước tốt nhưng nhanh bị mốc, cọ góc khó chưa cào đc hết"
315,"hình thức thấy ổn k biết nội dung thế nào, cây bằng nhôm nhẹ, nhìn đẹp mắt. hy vọng chất lượng hơn mình mong đợi"
