Index,Comment
94,"Giao hàng trong lúc SG giãn cách nên hơi lâu, nhưng vẫn trước cam kết giao trong 20 ngày. Đóng gói cẩn thận. Chất lượng sản phẩm đã sử dụng trong 3 tuần rất ổn."
95,"좋은 제품 ~
하지만 배송기사가 주말이라 마음대로 배송을 늦춰버림 그래서 2일이나 늦게 도착"
96,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
97,Hàng giao nhanh. chất lượng tốt
98,"Giao nhanh, đóng gói cẩn thận, hình thức đẹp. Đun nước sôi nhanh."
99,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
100,Tiki đổi trả sản phẩm lỗi cho mình rất nhanh và đúng hẹn
101,"Khi nhận hàng mình kiểm tra chất lượng rất hài lòng, giao hàng cũng nhanh. Mình chưa dùng sản phẩm nên chưa thể đánh giá thêm. Bước đầu rất ok."
102,"Đẹp, cầm chắc tay, chất lượng. Nhưng đúng là cái nắp hơi khó mở nha, hàng xịn mà thiết kế nắp kì quá"
103,"Ấm đẹp, màu sắc bao sang luôn. Mua về là dùng liền, không bị hôi ấm. Giao đúng dự kiến."
104,Chưa nấu. Nhưng hình thức đẹp. Đế mỏng. Tay cầm và vỏ ngoài bằng nhựa khá mỏng.
105,Rất hài lòng
106,hàng tốt của hàng của lock&lock thì khỏi bàn rất tốt nên mua nha Mn
107,"Ấm đẹp,sang chảnh,đun nước êm nhanh,nhưng hơi tiếc chút xíu là vẫn còn một ít nhựa viền trên nắp ấm,khi đậy nắp lại thì phần nhựa này nằm trong ấm nên không an toàn cho sức khoẻ,nói chung ấm vẫn ok"
108,"Mẫu sản phẩm đẹp , giao hàng nhanh"
109,"sản phẩm ok với giá tiền, dùng tốt, thiết kế mở ra mở vào hơi không hợp lí"
110,đẹp và chắc tay... nắp mở bình thường mà đâu có khó như mấy bạn nói
111,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
112,"mùa cô vy nên giao hơi lâu, nhưng hàng ok, đánh giá 5 sao nhé, sẽ ủng hộ shop lần sau nữa."
113,Sản phẩm rất tốt. Đun sôi nhanh. Tiki giao hàng rất nhanh và đúng sản phẩm đã chọn.
114,"Sản phẩm tốt, có 2 lớp thép nên khi nước sôi thì bên ngoài chỉ ấm chớ không nóng, tránh bỏng. 
Độ bền thì cần thời gian để đánh giá."
115,"Giao hàng nhanh mẫu mã đẹp,"
116,"Sản phẩm có thương hiệu, mẫu mã đẹp, đơn giản và sang trọng. Có vạch dấu hiệu max bên trong bình dễ canh lượng nước cho người dùng. Tiki đóng gói cẩn thận, giao hàng nhanh chóng. Cảm ơn tiki!"
117,"Đun sôi trong vòng 3p, khá nhanb"
118,"Giao hàng nhanh, tốt trong tầm giá, nên mua"
119,Đun nhanh. Dùng bền.
120,Giao hàng về quê mà mất có 1 ngày như mua hàng giao ở sài gòn vậy ak.
121,"Nhanh sôi, không nghe mùi nhựa như những bình rẻ tiền, giao hàng nhanh"
122,"Ấm đẹp, chưa đun nên chưa biết. Vote cho việc giao hàng mùa dịch nhưng rất nhanh"
123,"sản phẩm đúng hình, giao hàng nhanh, nhân viên nhiệt tình,dễ thương"
124,Đun nhanh sôi. Nắp ấm thấy mọi người nói khó mở nhưng dùng 1 thời gian thì cũng quen
125,"Hàng đẹp, nhưng cái nắp hơi khó mở tý"
126,Đẹp và loại bỏ nguy cơ bị bỏng do tiếp xúc trực tiếp với lớp vỏ kim loại.
127,"Chất lượng tốt, đúng như mong đợi. Hàng chắc chắn, mẫu mã đẹp."
128,"Chưa dùng nên chưa biết chất lượng, tạm đánh giá cho dịch vun tiki dù giao hàng hơi muộn so với lịch dự kiến"
129,ĐUN NHANH. DUNG TÍCH LƠN
130,"Bình đen bóng rất sang trọng, nấu êm ko có quá ồn. Rất hài lòng"
131,"tiki gửi hàng nhanh, gói hàng đẹp, đang sử dụng sản phẩm"
132,"Bình rất đẹp, đun nhanh, không ồn mấy, me sales nên giá cực tốt"
133,"Ship siêu nhanh, 1 tiếng đã nhận đc.
Hàng ok!"
134,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
135,"Nhà mình là fan của L&L, vì chất lượng cao & mẫu mã đẹp."
136,Sản phẩm tốt giao cực nhanh. Nấu nước nhanh sôi và cách nhiệt tốt
137,hàng chuẩn như shop giới thiệu nha quý vị .
138,"Sản phẩm chất lượng, đẹp nấu rất nhanh sôi. Chỉ ko hài lòng đóng gói hơi sơ sài ko có chóng sốc gì cả"
139,"giao sớm, sp như hình, còn chất lượng phải sử dụng mới bit như thế nào, nhưng nói chung tin tưởng thương hiệu lock and lock"
140,"được lắm, xài rất tốt"
141,"Giao hàng nhanh, đóng gói cẩn thận, sp giống hình chụp"
142,"hàng chính hãng, sử dụng tốt"
143,Sản phẩm đẹp y hình mình thích màu đen hy vọng dùng bền
144,Ok
145,"Đẹp, kiêu nhỏ hơn xí so với 1 số loại"
146,Đun sôi nhanh
147,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
148,"Ấm đẹp, chưa sử dụng nên chưa biết,  L&L hi vọng là bền"
149,"bình đẹp, mới dùng nên ko biết chất lượng thế nào. mới nấu thấy ổn."
150,"Sản phẩm như hình, khá ấn tượng với tốc độ giao hàng vùa Tiki so với mặt bằng chung"
151,Đun sôi nhanh mẫu mã đẹp .tôi rất thích sản phẩm của hãng
152,Rất tốt nah
153,Sản phẩm chính hãng. Giao hàng nhanh và đầy đủ.
154,Sản phẩm tốt
155,"Thiết kế đẹp, chắc chắn, mình mới nấu thử 3 lần, vẫn còn hơi mùi nhựa"
156,dùng tốt
157,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
158,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
159,Đẹp
160,"Giao hàng nhanh, sp đẹp, nhìn chắc chắn. Hi vọng dùng được lâu vì các thương hiệu khác xài vài tháng hay bị hư"
161,"Tốt, giao hàng nhanh !"
162,Chưa đc 5 tháng hư rồi 😭
163,"giáo hàng nhanh, bình cũng rất OK ."
164,"Bình đẹp, chắc chắn, nắp hơi khó mở ra nhưng thế mới k sợ đổ bình thì nước đổ ra ngoài, đun nước sôi nhanh. Nói chung là ok"
165,Ship rất nhanh. Mog shop giải đáp nếu muốn bảo hành sản phẩm thì cần đến đâu và có giấy tờ gì ko?
166,"Sản phẩm an toàn, tốt."
167,Giao hàng nhanh. Đóng gõi kỹ càng. Đẹp
168,"Lock & Lock thì mình không bàn cãi về chất lượng nha. Tiki giao hàng nhanh, đóng gói okay. Thanks"
169,"nấu mau sôi, kiểu dáng đẹp. xài thấy rất chắc chắn."
170,"Bình đẹp, xài ổn, đun sôi nhanh."
171,"mua về dùng tốt, mẫu mã đẹp"
172,Bình to đẹp màu đen nhìn chất lượng hơn trắng trắng nhìn màu nhựa hơi cheap
173,Tốt
174,"đun sôi nhanh, khá tiện lợi"
175,"Đẹpppppp. Trộm vía, mình chỉ hợp với tiki thôi thì phải. Mua cái gì ở đây cũng ưng cái bụng hết í"
176,đc
177,Good
178,"Đẹp, nấu nước nhanh,"
179,"Sản phẩm ấm đun siêu tốc L&L gọn, nhẹ, đẹp, đun rất nhanh sôi, tiếng ồn nhỏ, giao hàng rất nhanh"
180,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
181,"ấm tốt, nhưng chưa nhận đc quà tặng nhỉ"
182,10 ₫ ạ
183,Đẹp
184,"Đun sôi nước rất nhanh, dáng đẹp như hình."
185,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
186,"sử dụng tốt, an toàn . hàng gửi đúng mẫu . Cảm ơn shop sẽ ủng hộ bạn lần sau ."
187,đóng gói kĩ. giao nhanh. bình đẹp. nhưng mà bình có vết bị trày dọc..
188,Chất liệu bền
189,"giao hành nhanh như 1 tia chớp, sản phẩm thì đẹp. còn chất lượng thì xài mới biếtđược"
190,"Sản phẩm tốt, đẹp, chất lượng"
191,"Đẹp, xịn. Hơi ồn khi nấu"
192,10đ
193,"Quá hay,đáy to dễ lau rửa :)"
194,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
195,sản phẩm rất chất lượng giao hàng nhanh
196,"Bình đẹp lắm. 
Cảm ơn shop."
197,Sử dụng tốt•(^ ^)•
198,"Giao hàng rất nhanh, quà tặng xịn"
199,"Hàng đóng gói kỹ, sản phẩm y như hình, đẹp"
200,tốt
201,chất lượng rất tốt .nên mua đáng đồng tiền bát gạo .hàng hiệu giá phải chăng .
202,"Sản phẩm đẹp như hình, dùng rất thích! Cảm ơn tiki"
203,"Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
204,"ấm nc ko mùi, ok, dùng 2 tuần liền tù tì, ngay nào cũng cắm mấy lần..."
205,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
206,"Sản phẩm đúng như giới thiệu, đóng gói kỹ"
207,"giao hàng nhanh, bình đẹp chắc chắn"
208,Giao hàng nhanh. Bình đun đúng như mong đợi. Đã sử dụng thấy ổn
209,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
210,"Bình đẹp giá rẻ nấu nhanh sôi, ngon lành"
211,Hàng chất lượng. Có cách nhiệt nên sử dụng ok
212,Mua loại này đc 2-3 năm mà vẫn dùng tốt. Mua hộ cho rất nhiều người thân rồi
213,đã dùng 1 thời gian dùng tốt ngoại hình đẹp
214,"Đun sôi nhanh, nhưng kêu rất to."
215,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
216,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
217,Xịn xò
218,"Bình đun nhanh, màu đẹp"
219,Tốt
220,Sản phẩm rất tốt
221,Hàng lock & lock thì khỏi phải chê về độ bền và độ xịn xoài của e nó rồi
222,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
223,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
224,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp"
225,"Tiki giao siêu nhanh. Ấm đẹp sang, đầy đủ phiếu bảo hành"
226,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
227,Hàng chuẩn giao hàng nhanh xài bền nên mua thêm 1 em cho mẹ ck
228,Đẹp
229,Rất okie
230,Sài rất tốt mình sẽ ủng hộ shop tiếp
231,"Mẫu mã đẹp, hình ảnh đúng"
232,"sản phẩm đẹp, đun nước khá ok.
giao hàng nhanh."
233,Hàng đẹp ạ
234,Đúng như mong đợi
235,"Chọn màu sang trọng , quí phái,giá cả hợp lí"
236,cảm quan ok
237,Bình đẹp lắm! Cho 5 sao
238,hàng đóng gói cẩn thận.giao hàng nhanh . Sài ok . mình sẽ ủng hộ shop
239,Sản phẩm chính hãng Tiki giao lại còn siêu nhanh trong ngày đã nhận được.
240,"Ổn áp, chỉ có điều cảm giác ko dày dặn như mô tả"
241,hàng đẹp chất lượng mua lúc sale giá tốt
242,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
243,Hàng đẹp.
244,Dùng ổn
245,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
246,"Giao hàng nhanh, hi vọng sử dụng bền"
247,"ghét nhấ cái nắp khó mở, nhưng ok trong tầm giá"
248,đã mua bình thứ 2. bình 1 sài vẫn tốt nên mình mua thêm.  rất ưng ý.
249,Mẫu đẹp. Đun lần đầu hơi mùi nhựa. Hy vọng đun vài lần sẽ hết
250,Bền nên mua
251,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
252,Ấm đẹp xịn xò nhé lại mua đc gía rẻ
253,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
254,"Dễ chùi rửa
Gọn nhẹ
Hợp túi tiền
Giao hàng nhanh"
255,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
256,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
257,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
258,Tốt
259,"Hàng chính hãng, chất lượng dùng thử thấy tốt. Giao hang nhanh."
260,"Hiệu suất Ko quá đặc biệt. Mẫu mã đẹp, dùng ổn"
261,Sp ok
262,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp, Nhỏ gọn"
263,Đun sôi nhanh
264,Bình rất đẹp ạ y như hình vậy ko ồn lắm với lại đun rất nhanh
265,"Chất liệu bền, Đun sôi nhanh, mẫu mã đẹp"
266,"Đẹp, nấu nhanh, yên tâm, độ bền chưa đánh giá đc"
267,đun sôi nhanh.mẫu ma đẹp
