Index,Comment
23,Giao hàng rất nhanh luôn như mà sách của mình bị xước rất nặng. Giống như bị gãy luôn ý. Nên là mình rất buồn :((((
24,"Sách đọc rất hay, con gái nên đọc, giá sale nên rất hời"
25,"giao hàng tốt. đóng gói ok
cảm nhận về sách: khó hiểu, quyển nhỏ nhưng cần phải kiên nhẫn lắm mới đọc hết được, cần sự tập trung và tư duy khi đọc. Đối với mình chắc phải đọc tận 2,3 lần"
26,"Lại bọc sách bằng bọc thực phẩm. Mua 9 quyển thì 2 quyển k seal, 2 quyển bọc thực phẩm còn lại thì còn seal. Chưa đọc nên chưa cho đc nhận xét."
27,nhỏ gọn và nội dung như 1 cuốn note có thể mang theo mọi lúc mọi nơi. sau khi đọc xong 1 phần sách có chừa phần để note review lại những gì đã tiếp thu. khá hay
28,sách chính hãng giá rẻ hơn rất nhiều so với giá thị trường còn nội dung thì chưa đọc nên mình chưa biết đóng gói ok
29,"Sách ngắn gọn, nội dung hay. Tuy nhiên tiêu đề sách có hơi gây hiểu nhầm, nội dung không phải một cuốn sách selfhelp mà nói về cách phản ứng của não bộ với các sự kiện. Đọc thêm phân tích trong cuốn Tư duy có hệ thống, Não bộ kể gì về bạn... "
30,Tiki Giao hàng nhanh cực kỳ. Tôi rất thích đặt mua sách trên TIki. Rất hài lòng về dịch vụ và chất lượng sản phẩm.
31,"Mình đặt sách lúc 7h30 sáng, đầu giờ chiều đã nhận được sách. Giao hàng nhanh, chất lượng sách tốt. Sau khi đọc sách xong, mình sẽ feedback tiếp."
32,"Hình thức ổn. Nội dung bình thường, nhiều kiến thức chuyên môn, lý thuyết (về não, thần kinh...), ít kiến thức thực tế và tình huống cụ thể (như thế nào là luận điểm yếu, không logic... không có đề cập). Thích hợp để nghiên cứu hơn là để vận dụng vào kỹ năng tranh biện. 
Bạn nào expect đọc xong sẽ giúp mình tranh biện giỏi hơn, lưu loát và bắt thóp đối thủ thì ko nên mua. "
33,Tất cả đều ok
34,"Tiki giao hàng siêu nhanh
Sách mới tinh, nguyên vẹn 
Kích thước sách nhỏ hơn so với mình nghĩ"
35,Sách khá hay.
36,"Sách khá nhỏ hơn mình tưởng
Nhưng chất lượng giấy ok , hình thức bên ngoài khá ổn, hơi có nếp gấp.
Giao hàng nhanh"
37,"Giao hàng nhanh, sách rất hay đáng để đọc , dịch dã là thời gian tốt để đọc sách
Sẽ ủng hộ tiếp"
38,ok tốt
39,"bìa mặt sau sách bị lỗi gạch trắng mờ mờ nhưng mà nhìn được 👍, hơi bị tét nhẹ nhẹ ở rìa sách, còn lại thì tốt, nên mua nha mn"
40,"Giao tốt, nhanh, bất ngờ trước lần giao này. Về hộp chỉ móp chút xíu còn sách thì không một góc nào hư. Nội dung đọc chưa hết nhm khá hấp dẫn."
41,"được giới thiệu mua, nhưng chưa đọc nên chưa biết đánh giá sách sao nhưng chất lượng sản phẩm thì khỏi bàn. sách đẹp, mực in sắc nét. hài lòng vì chất lượng sản phẩm"
42,Sp đúng như mô tả
43,"Sản phẩm được đóng gói kĩ lưỡng. Giao đúng, đủ hàng. Giao hàng cực nhanh. Sách chưa đọc. Cảm ơn shop."
44,"Giao hàng nhanh chóng, sách sạch đẹp dù bị móp 1 tí ở đầu nhưng không đáng kể."
45,"giao nhanh, sách đẹp, nội dung đọc kĩ mới hiểu được. rất đáng mua"
46,Mặt sau hơi xước. Còn lại ok.
47,Sách nhỏ gọn dễ mang đi và giấy với trình bày cũng đẹp nhưng mình thấy hơi mỏng và mắc với giá đó
48,sách mới và giao hàng nhanh nữa
49,nhìn sách là biết siêu dày và đẹp rồi.
50,"Sách rất hay và tốt cho những bạn bắt đầu luyện tư duy phản biện, giao hàng nhanh đặt sáng chiều có"
51,"Sách đẹp, đóng gói cản thậnpp"
52,"Sách được bọc trong nilon, chưa bóc ra đọc nhưng mình nghĩ nội dung cũng hay. Được giao cùng quyển ""trí tuệ Do Thái"" nên khá nhanh. 5 sao"
53,trời ơi đóng gói hàng thế này thì tiền bán giấy vụn cũng trở thành 1voucher giảm giá rồi 😂😂
54,"Tốt lắm nhe sách được bảo quản kỹ ko bị móp góc, shipper thân thiện, giao hàng nhanh 🌟🌟🌟🌟🌟"
55,"Sachs rất hay và bổ ích, mn nên đọc thử nha 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰"
56,Tot
57,"Đóng gói cẩn thận, mình mua carebook nên Tiki đã bọc sách luôn. Nội dung sách hay, nên đọc."
58,"Mình rất hài lòng về sản phẩm, rất tuyệt vời, cám ơn shop, cám ơn tiki, sẽ đọc cuốn này"
59,"Nội dung sách dở, mặc dù tiêu đề bìa sách lôi cuốn."
60,Sách giao nhanh và đóng gói rất cẩn thận.
61,"Giao hàng nhanh, đóng gói tốt. Sách được bọc nilong ổn áp:33"
62,"Sách giao tới tay trong tình trạng đẹp, nguyên vẹn."
63,sách đẹp . ship nhanh nè. chưa đọc nên chưa biết nha tạm cho 4/5*
64,Tiki đóng gói rất cẩn thận và giao rất nhanh luôn ạ
65,"Giao hàng siêu nhanh, sách đẹp trong méo rách. Về nội dung thì chưa đọc chỉ thấy review tốt cho người làm data cần tư duy nhiều nên muốn tham khảo"
66,bổ ích
67,Sách không bị nhăn hay quăng góc nhưng mà mình không thấy bookmark trong sách
68,Nội dung có phần hơi cao siêu nhưng mà rất hay
69,"Mới đọc đuợc chương 1 nhưg thấy sách rất hay, rất đáng mua để bổ sung thêm nhiều kiến thức trong mùa dịch này"
70,"Giao hàng nhanh, đóng gói cẩn thận, sản phẩm đẹp."
71,Quyển này nhỏ nhưng cũng không được bọc giấy kín bên ngoài. Giao hàng nhanh
72,Uy tín
73,"Giao hàng nhanh, sách không móp méo hay gì hết còn nội dung thì không thật sự hay nên tìm hiểu qua sách nói hay xem tóm tắt trên mạng trước nhé."
74,"Sách mới, giao nhanh. Chữ rõ và nội dung cũng rất hịn ạ. Đọc xong mới cho review akakak"
75,Rất bổ ích
76,Hay
77,"Sách đẹp tuy hơi nhăn ở góc nhưng không sao,chữ in rõ nét"
78,"Nd chất lượng, bao bìa đẹp, đóng gói kĩ"
79,"mình chưa đọc nên không thể cho đánh giá về nội dung, sách  giao nhanh, giấy đẹp"
80,"sách rất ok, giao hàng nhanh. review thì mấy bạn kéo xuống dưới là có"
81,Hài lòng. Sách gói cẩn thận
82,Sách hay-giao hàng siêu nhanh
83,"Giao hàng nhanh (mới đặt hơn 1 ngày đã giao tới r), đủ hàng, đóng gói tốt"
84,Rất hay và bổ ích nên mua nha mn 😂😂😂😂😑😑😑😑😑😑😑😑😑😑😑😑😘
85,"Sách đóng gói tốt, giao hàng nhanh"
86,"Ship lâu muốn xỉu, dịch nên thông cảm. Chưa đọc nhưng cái bìa đẹp xỉu, chất lượng giấy tốt"
87,"Giao hàng nhanh chất lượng, đúng sách."
88,NgheNhinSo.Com Siêu thị thiết bị Nghe Nhìn Số phân phối các sản phẩm âm thanh chính hãng từ những thương hiệu hàng đầu thế giới xin hân hạnh phục vụ. LH ***
89,Tuyệt vời
90,Sách không có seal =(( May mà hộp không móp méo gì không thì mình khóc chết
91,Chưa đọc nên chưa biết nội dung sao nhưng tiki giao hàng nhanh sách mới
92,"sách hời dàn trải, cần 1 cuốn cầm tay chỉ việc"
93,giao hàng nhanh n đóng gói sơ sài giao tới thì kiện hàng méo mó may là sách ko bị gì
94,Nội dung thì đối với mình là rất hay! Có điều sách được ship tới thì bìa bị trầy hơi nhiều nhưng sách không có móp méo hay rách gì cả nên không vấn đề gì hết :3
95,"giao hàng cực nhanh, sách cực thích
nhưng mà em thấy sách hơi bị nứt (?), có lẽ là do vận chuyển
em vẫn rất hài lòng ←(*꒪ヮ꒪*)🎉💐"
96,okkkkkkkkkkkkkkkkkkkkkk
97,Sách nhỏ hơn mình nghĩ một xíu giấy hơi tối màu đọc lâu sẽ mỏi mắt mà sách đẹp lắm ạ giao hàng hơi lâu vì dịch lần sau sẽ ủng hộ tiếp ạ
98,Sách hay nên mua
99,"nhìn qua bìa có vẻ cũ, chất lượng trang giấy và nội dung vẫn tốt"
100,Chất lượng sách ổn
101,"đóng gói cẩn thận , đẹp ,giao nhanh ,đúng ngày."
102,"Giao nhanh, sach hay. Cảm thấy rat hài lòng"
103,"sách cũng khá hay,  giúp mình nhìn nhận được những lỗi tư duy của chính mình,  từ đó để cải thiện cách mình suy nghĩ và đưa ra đánh giá."
104,"Đóng gói cẩn thậnnn, giao hàng nhaanhhh, về nội dung chưa đọc nên chưa rv nhg dc nhiều recomend nên rất muốn đọc thửuuuu"
105,"đóng gói, giao hàng nhanh, sản phẩm đẹp"
106,Ok
107,"Sản phẩm vô cùng tuyệt vời , sách xịn , mọi người nên mua bookcare để bảo đảm sách đẹp nhé"
108,Giao nhanh
109,Nên rèn tư duy
110,"sách đẹp . giao nhanh lắm , sớm hơn 1 ngày luôn . uy tín uy tín"
111,"Cuốn sách nhỏ hơn mình nghĩ , nhưng mở mục lục đọc qua thấy ưng liền"
112,Sách bổ ích nhỏ gọn dễ mang bên mình để đọc những lúc rảnh rỗi
113,"sách giao nhanh, bìa đẹp, ko bị gãy hay nhăn. nội dung thì mình chưa xem nên chưa đánh giá được"
114,Ok
115,"Giao khá nhanh, sách hay đọc mà phải suy nghĩ hơi nhìu vì rối :>>"
116,"bìa rất đẹp,  mới , rất ưng.
sách giúp mình tìm tòi khá nh thứ ấy.
đáng tiền nhá mn"
117,Khó
118,Đóng gói sơ sài. Nhìn chung sách vẫn nguyên vẹn. Nội dung ok.
119,"Sách hay
Giao hàng nhanh
Chất lượng tốt"
120,"Sách đang đọc được 50% 
Từ ngữ hơi trừu tượng các bác ạ :(("
121,"chưa đọc nhưng giao nhanh. 6h đặt,  8h giao"
122,"giao hàng nhanh.giao hàng nhiệt tình
 rất hài lòng với sản phẩm"
123,sản phẩm rất tốt
124,"Giao hàng nhanh, sách rất mới được bọc cẩn thận bằng bookcare. Mình rất hài lòng"
125,"nó khá nhỏ so với tôi tưởng,bìa đẹp,mặt dù chưa đọc nhưng nhìn sơ qua nó là một cuốn sách tiềm năng"
126,Nhỏ gọn dễ mang theo
127,"Tiki giao hàng rất nhanh, sách nhìn bên ngoài rất đẹp nha mn 😍"
128,Cuốn này mình đã mua rồi. Mình có thể trả lại không
129,"sách nhỏ gọn, mua trong đợt sale nên giá quá là ok lunnnnn"
130,"sách dầy dặn, trang sách nguyên vẹn chử to, sách mới"
131,"Mua nhiều đc tặng Flashcard với bao lì xì, chưa đọc nên chưa biết nội dung hay không nhưng đọc phần gthiệu thấy nội dung ổn, bìa với giấy ok mà có vài cuốn không còn tem bọc sách mới nên xước qtqđ như để cũ lâu lắm  r ( nhưng giá cả sale nên ko đòi hỏi nhiều, bn nào quý sách như vàng thì nên cân nhắc) , điểm trừ là đóng gói qúa tệ ,lúc nhận cái kiện hàng mà hết hồn ,nó te tua móp méo bong keo gần như sắp rơi sách ra ngoài r!! khách hàng bỏ tiền ra mua sách chứ ko phải xin ạ nên mong shop cân nhắc cẩn thận khi đóng gói vì mình đọc thấy nhiều bạn nhắc shop vđề này r mong shop cải thiện. Mong shop thông cảm cho mấy lời góp ý của mình, c.ơn shop đã đọc "
132,"Sách hay.
Khá nhỏ. 
Nội dung có dẫn chứng rõ ràng, thực tế"
133,Sách đóng gói cẩn thận chất lượng khỏi chê
134,Truyện đến tay mình thì có vẻ hơi bị trầy ;-;
135,"sách đẹp , nội dung chưa đọc nên chưa biết thế nào"
136,"Mình mua sách ở đây nhiều lần rồi, lần nào cũng hài lòng, bọc giấy bóng đầy đủ. Nhưng lần này mình đặt 5 cuốn không có cuốn nào được bọc giấy bóng và cầm sách lên cảm giác như đã có người cầm qua đọc í,không được mới😢cuốn này thì bị trầy xước quá trời. Mình đọc sách thích giữ gìn sách sạch sẽ, trầy 1 chút là mình xót rồi nên lần này mua thấy hơi khó chịu... "
137,Sách tạm ổn. Đọc thấy đầu óc mở mang thêm.
138,Đọc sách nâng cao trí tuệ nè
139,Sách giao nhanh
140,"sách hay, có những phần dành cho người đọc ngẫm nghĩ, viết ra đánh giá của bản thân"
141,"sản phẩm đẹp, giao hàng nhanh"
142,Trông có vẻ hơi cũ nhưng vẫn cho 5* vì dịch vụ
143,Sản phẩm được giao nguyên vẹn.
144,Sách bổ ích
145,"đóng gói tạm, k hư sách"
146,Đóng gói ẩu
147,Tốt
148,tốt
149,Giao hàng nhanh và đúng sản phẩm
150,"Nhìn chung là xịn, bìa đẹp, nhỏ nhỏ trông cũng xinh"
151,sản phẩm ok cầm sách trên tay khá là thích đóng gói cẩn thận
152,Sách rất hay anh em nên mua nha =)))
153,Hay
154,"Đóng gói cẩn thận, sách đẹp"
155,"Sách bổ ích, dễ đọc, đóng gói cẩn thận"
156,chưa đọc nhưng thấy ok
157,giao đúng hạn chất lượng giấy tốt
158,Nội dung hay vô cùng bổ ích.
159,10 d 10
160,"rất tuyệt vời ,mình mong cuốn sách này mang lại cho mình nhìu hiểu bt"
161,"sách gốc đẹp rất đẹp, giao hàng nhanh rất nhanh, shop đóng gói nhìn xịn sò cưng ghê luôn"
162,sách đẹp
163,"Sách hay, có nhiều hướng tư duy mới lạ. Nhưng đoạn sau hơi khó hiểu và ko gần gũi lắm"
164,tốt 👍
165,"Mới tinh ,đẹp"
166,sách khá nhỏ. nhìn khá thích mắt. nội dung cũng rất được. cho 5☆ ạ
167,"Giao hàng nhanh, đóng gói kỹ"
168,Nội dung hay
169,Sách mới. Giao hàng nhanh.
170,Good
171,Sản phẩm tốt nhưng giao hnagf bọc chống sốc thì hơn :( bị móp góc sách ạ
172,"Tiki giao hàng nhanh, đóng gói tốt. Nội dung ổn, phù hợp với nhu cầu của mình."
173,Good
174,i
175,giao đúng loại và nhanh
176,Sách đọc rất hay
177,"Hàng đẹp 
Đúng mẫu 
Giao hàng nhanh 
Mua về cho tri thức chứ cx chx đọc"
178,Ok
179,giao hàng nhanh hơi bụi
180,rất hay nhưng cần tập trung sâu để hiểu rõ
181,"Đóng gói chắc chắn, vận chuyển nhanh, chất lượng sách tốt"
182,Hay
183,"Đúng sp , giao hàng nhanh, sách hay lắm ạ"
184,Ok
185,Khá tốt
186,"chưa đọc nên k đánh giá dc  , nhưng giao hàng nhanh, đóng gói chắc chắn"
187,"Sách mua tặng bạn, bạn mình nhận xét là đọc khá ổn"
188,giao hàng nhanh
189,"sách hay, đóng gói kĩ. nhưng tôi nghĩ nên tặng thêm bookmark nữa :')"
190,tốt
191,Đóng gói kỹ càng
192,Giao hàng lâu hơn bình thường khá nhiều
193,"Sách giao hàng nhanh, sách đẹp in rõ chữ"
194,sách đẹp
195,Giao hàng nhanh và đóng gói cẩn thận
196,ok tot
197,"Giao nhanh 
Sách đẹp"
198,"nội dung chất lượng, đáng đọc"
199,Sách hay bổ ích
200,Khá tốt
201,"Nội dung hay, phân tích các kiểu tư duy."
202,sách đẹp bao bìa dày mực đậm rất hài lòng
203,Giao hàng rất nhanh
204,Sách đẹp mà xịn xò ghê ạ
205,"Vận chuyển nhanh chóng, đóng gói cẩn thận. Đúng sản phẩm muốn mua."
206,ổn
207,"Giao hàng nhanh, shipper thân thiện, mình chưa đọc nên chưa đánh giá thêm"
208,"đóng gói cẩn thận, k có tình trạng rách móp. sách hơi mỏng và ít nội dung"
209,Lỗi vài trang. Nhưng chấp nhận dc
210,Giao hàng nhanh lắm luôn nha.
211,Sách hay nên đọc nha mọi người
212,Sách hay
213,sách đóng gói sơ sài những sách k bị móp giá ok❤️
214,"hãy, nên đọc để phát triển tư duy, nhận thức"
215,Sách hơi khó nuốt. Có lẻ mình chưa đủ trải nghiệm để hiểu
216,sách hay đọc ngay thôi
217,"sách hay lắm ,mình nhớ mãi câu này"
218,Kiến thức rất hay và bổ ích 👏🏻💃🏾💃🏾🎵
219,Sản phẩm rất tốt!
220,Cần đọc nhiều lần để hiểu hơn
221,Good
222,sách đọc rất hay ạ
223,sách có nội dung về kĩ năng mềm vô cùng cần thiết cho gen Z
224,Bìa đẹp sách mới giao hàng nhanh
225,"ok, nhưng nhỏ hơn mk nghĩ"
226,"đóng gói cẩn thận, giao hàng nhanh"
227,"Sách ổn, chưa đọc nên ko biết nội dung ra sao"
228,Tốt
229,Hay ạ
230,tốt
231,um
232,"Sách đẹp
Xịn
Đánh đọc"
233,"rất hay và đẹp ,c.ơn shop"
234,nhìn bên ngoài hơi nhỏ nhưng mà nội dung rất rộng lớn
235,Bt
236,sản phẩm ok. giao hàng nhanh
237,"sách đẹp, nhận hàng nhanh, trong vòng 24h đã nhận sách nha."
238,sách hơi cũ
239,Tuyệt vời
240,chất lượng sách ok
241,Bổ ochs
242,"sách gói cẩn thận, ship nhanh, chưa đọc nên chưa biết nội dung"
243,"Sản phẩm chất lượng, đóng gói cẩn thận, giao nhanh"
244,"Sách hay, nên mua ạ"
245,OK!
246,"Rất tốt tôi rất thichd sản phẩm này, cod giá trị cao"
247,Hay
248,"Vận chuyển nhanh, sách ổn lắm ạ k bị hư tổn gì"
249,Chuan sach
250,"sách rõ nét,giao hàng nhanh,đóng gói cẩn thận"
251,sách ok lắm nha mọi người 😚
252,"giao hàng nhanh, chất lượng ok"
253,sách không có màng bọc chống sước
254,"Sách đẹp, nhẹ, giao nhanh"
255,chất lượng tốt
256,Hay
257,quyển sách quá đẹp. k bị mờ hay lỗi j
258,Ờ dậy đó
259,Sách đẹp lắm
260,good
261,Sách đẹp
262,sách hay về tư duy phản biện.
263,giao hàng nhanh
264,rất bổ ích
265,Sách vừa = 1 gang bàn tay nhé 😅
266,"rất hài lòng, đóng gói cẩn thận và sách chất lượng tốt"
267,"quá hay, quá tuyệt vời"
268,khó hiểu lắm
269,"10 điểm vận chuyển, sách đẹp, thơmmm~"
270,sp tot
271,Nice
272,"vừa nhận, đọc khoảng 50 trang thì sai chính tả(ảnh cuối)
nội dung cũng ổn, đọc xong hết mới đánh giá khác quan, 7/10"
273,Hay và thú vị.
274,"Đóng gói cẩn thận. Sách nhìn đẹp, chữ in rõ. Giao hàng nhanh."
275,Hài lòng
276,Đóng gọi hơi tệ 🥲🥲
277,sách đẹp
278,ok
279,nice
280,"sách rất đẹp, giao hàng nhanh"
281,Sách hay vl tuyệt zời ông mặt tr
282,Sách rẻ mà chất lượng lắm ạ
283,👍🏻👍🏻👍🏻👍🏻
284,ok
285,Sách đóng gói đẹp
286,Rất chất lượng
287,"Sách đẹp, vận chuyển tốt!"
288,"Giao hàng nhanh, sản phẩm đóng gói ổn."
289,"tốt sản phẩm ok .
chúc tiki làm việc hiệu quả thêm"
290,I love it
291,Sách giao hơi chậm nhưng chất lượng tốt
292,Sách rất hay và bổ ích
293,Sách rất hay và bổ ích
294,Chưa đọc nhưng đánh giá cho đỡ mệt
295,Sách đẹp ship nhanh
296,Rất hay và sâu sắc
297,siêu đỉnh luôn nha. giao hàng siêu nhanh
298,Sp ok
299,học hỏi được nhiều điều từ sách
300,Ok
301,Chưa đọc nên chưa đánh giá được
302,nên bọc kĩ hơn nha
303,sản phẩm tốt
304,hay
305,"hàng giao nhanh, đẹp"
306,sách đẹp giao nhanh
307,Cải thiện khả năng tư duy ngôn ngữ
308,ok
309,"Sách hay, đáng xem.
Giao hàng tốt, nhân viên giao nhiệt tình"
310,"Hay, rất đáng để đọc"
311,"giao nhanh , sẽ tiếp tục mua"
312,sách đẹp đóng gói kỹ
313,sách tuyệt vời
314,Ok
315,"Bọc sách cẩn thận , cảm ơn shop"
316,"Bọc sách cẩn thận , cảm ơn shop"
317,"Bọc sách cẩn thận , cảm ơn shop"
318,"Bọc sách cẩn thận , cảm ơn shop"
319,"sản phẩm tốt, giáo hàng đóng gói nhanh"
320,Xịn
321,sách không thực tế lắm. đọc cho biết
322,ổn
323,đẹp
324,sách ok nha mn
325,Mình khá thích cuốn này
326,Sản phẩm ok với tầm giá
327,đẹp
328,Giao nhanh
329,quyển chất giấy xịn oke
330,ok
331,Sách hay
332,vì nó giúp t
333,Nói chung rất oke
334,Hơi khó đọc xíu nhưng khá hay
335,"chất lg sách ổn , chưa đọc nên k biết nd"
336,chữ rõ nét.bìa đẹp
337,tốt
338,Đóng gói kĩ càng! Sách đẹp
339,❤️
340,Sách hay và giao hàng nhanh
341,giao hàng nhanh
342,Dc
343,Sách hay
344,rất hay nha =)))
345,sách hay
346,tốt
347,"Sách nội dung hay, đọc lôi cuốn"
348,"Sách okla , dịch nhưng chỉ delay 1ng"
349,tuyệt vời👍👍👍
350,Tốtttt
351,Sách hay và có ý nghĩa
352,Sách hay
353,Sách hay
354,"giao hàng nhanh ,sách đẹp"
355,Tạm ổn
356,quá đã
357,sách hay
358,Giao hàng hơi trễ
359,hay
360,đóng gói rất tốt ạ.
361,okla
362,"sách hay , bọc gói cẩn thận lắm luôn. nội dung cũng được chứ không hay như mình nghĩ ^.^"
363,ujejenjenzjzhhehzzeexeee
364,oke nha
365,good
366,nên mua để đọc
367,chưa đọc
368,nó rất tốt
369,chất lượng tốt
370,nó rất tốt
371,chất lượng tốt
372,sách chuẩn
373,ngon
374,Sách nội dung hay . Tiki giao hàng nhanh .
375,"Giao nhanh, giấy đẹp, nội dung ok"
376,hay
377,hay đó
378,Sách rất oke. Gói đẹp. Giao nhanh
379,rất tốt
380,i
381,sách tốt
382,sách in đẹp
383,sách hay
384,ok
385,giá tốt
386,giao nhanh
387,"Sách rất hay, hữu ích"
388,Sách hay
389,Tốt
390,sách tốt
391,.
392,đáng đọc
393,Sách hay nha mọi người
394,Tốt
395,ok
396,hàng giao cực kỳ nhanh. cảm ơn shop
397,ship nhanh
398,👍
399,Hay
400,tuyệt
401,Sách hay
402,sách rất hay
403,Hay
404,tốt
405,hài lòng
406,Cungz đc
407,giá cả
408,Sách hay
409,Nhanh chóng nhận hàng
410,Giao hàng đúng h
411,ok
412,"Sách hay, giao hàng quá nhanh"
413,Sách hay
414,nội dung hấp dẫn
415,sách hay
416,.
417,Giá tốt
418,❤
419,giao nhah
420,thích
421,Sách hay
422,"Giá rẻ, giao hàng tốt"
423,Hay
424,tốt
425,"Giá tôt, sách thật!"
426,Sách chuẩn
427,Giao hàng nhanh
428,Rất đáng đọc
429,Rất tốt
430,tốt
431,Tốt
432,Tốt
433,"sách đẹp, giao hàng nhanh"
434,sách khá hay
435,ok
436,chất liệu tốt
437,sách đẹp
438,Good
439,Ok
440,Giao hàng nhanh
441,sách hay
442,…
443,hay
444,g
445,rất tốt
446,hay
447,Ok
448,Giao hàng nhanh
449,sách hay
450,tuyệt vời
451,bổ ích
452,ok
453,ổn
454,ok
455,n
456,Nội dung oke
457,Tốt
458,Ok
459,Oki
460,rất hài lòng
461,Giao hàng đúng ngày
462,giao hàng nhanh!
463,Ok
464,Bìa hơi xước
465,Sách tốt
466,okkkk
467,Hài lòng
468,OK
469,"chất lượng sách rất tốt, nội dung hay"
470,giao nhanh
471,sách hay quá
472,Ok
473,Chất lượng
474,ok
475,ok shop
476,Xịn
477,hay và tốt
478,Hay
479,cực kì hài lòng
480,rất hài lòng
481,Sách hay
482,sách rất hay
483,Thấy hay
484,e
485,T
486,tuyệt
487,Sách hay
488,giao hàng nhanh
489,Sách này đọc suy nghĩ nhiều mới hiểu
490,Hay
491,Ok hay
492,đẹp
493,Hay
494,ok good
495,Niceee
496,hay
497,tot
498,tốt
499,OK
500,"Hôm nay mình nhận sách về nội dung thì mình chưa đọc nhưng sách của mình nhận hơi bụi, hy vọng tiki sẽ xử lí sạch sạch sẽ trước khi giao hàng nè. Còn 2 cuốn kia mình đặt được bọc nilong bên ngoài nên sạch sẽ và mới tinh tươm luôn nhen "
501,đẹp
502,Ok
503,Tốt
504,.
505,sách rất hay
506,tốt
507,"Tiki giao hàng nhanh. 
Sách giấy ok.  Nhưng
Nội dung thì viết lan man. Viết linh ta linh tinh về não bộ và trí nhớ. Mình đọc gần nửa quyển sách rồi mà chả thấy được cái critical thinking nào. 
Khuyên bạn nên xem podcast trên youtube hơn thay vì mua quyển sách này. Phí tiền phí thời gian… "
508,ok
509,tốt
510,Hàng Ok
511,ok
512,Sách hay
513,Sách hay nên đọc
514,Hay
515,ok
516,Giao hàng đúng ngày sp chất lượng tốt
517,hay
